2.500000000000000000e+01,0.000000000000000000e+00
3.451081766594910505e+01,3.422556248435710824e-01
4.403771351923972333e+01,1.457207942078675433e-02
5.356541010305144823e+01,2.275862068965515128e-01
6.308708961271333493e+01,6.965517241379313162e-01
7.261011342544721003e+01,4.742539731046709894e-01
8.213411610955148490e+01,6.361740215848001867e-01
9.152220734501234745e+01,2.248828838143727804e+00
1.006501001348670457e+02,4.973770255282538244e+00
1.098606742227278090e+02,7.410137446363853186e+00
1.191998452448277845e+02,9.294607764037465358e+00
1.285887962007410295e+02,1.091781940210231738e+01
1.380083795009897187e+02,1.236780813705384574e+01
1.473735568912543670e+02,1.414150294820353793e+01
1.566733482943013200e+02,1.623828007924621986e+01
1.660336402190056617e+02,1.806920305830830031e+01
1.754201197055922989e+02,1.976704785875237746e+01
1.848888044892685230e+02,2.094912874941045189e+01
1.943469635892045915e+02,2.225178129345517064e+01
2.038245334143776688e+02,2.341305788225346873e+01
2.133235488331315253e+02,2.445429121403608619e+01
2.226368080717990665e+02,2.659542397000830150e+01
2.321374442817553643e+02,2.769645045887681789e+01
2.415240010301203881e+02,2.953012951360663862e+01
2.509007957063728895e+02,3.144904961401615040e+01
2.603969806341891626e+02,3.264702300459040174e+01
2.699094613000565914e+02,3.375470062116914960e+01
2.794622608779433790e+02,3.442745382199678517e+01
2.890402277289169319e+02,3.458849917860312217e+01
2.980000000000000000e+02,3.119999999999999929e+01
