2.500000000000000000e+01,0.000000000000000000e+00
3.447975499638661034e+01,1.746535559770329982e-01
4.389796576783195547e+01,1.284583620581273289e+00
5.336060559646917767e+01,6.707661658501128388e-01
6.285454931697177727e+01,8.887346197058506592e-01
7.235575372855228693e+01,4.476811734566562562e-01
8.187383142828166172e+01,6.770083555220031135e-01
9.124103989934144465e+01,2.455002042289644582e+00
1.005685683157427945e+02,4.462107358131206070e+00
1.098453287212145426e+02,6.725133946816184149e+00
1.191065994273864277e+02,9.137239955936758307e+00
1.284943846156726011e+02,1.113770885029141233e+01
1.380424990049223197e+02,1.222999028884010997e+01
1.474518969879235613e+02,1.421133485386794604e+01
1.569632951521990094e+02,1.580876187618424211e+01
1.659062195886591269e+02,1.947790510837414857e+01
1.755864456637121691e+02,1.992306154711398491e+01
1.852684302595135932e+02,2.042724376709869460e+01
1.948449605584686424e+02,2.205169966492751499e+01
2.044949303514481471e+02,2.337153779638810391e+01
2.140038819921553852e+02,2.561239633446755093e+01
2.235876902462958640e+02,2.372502887584709796e+01
2.331718764802990336e+02,2.171305332695234824e+01
2.403556284999503987e+02,2.840439734864710175e+01
2.501541973656939035e+02,2.776297201574356066e+01
2.599128162744038377e+02,2.891571217966094665e+01
2.697323831553286482e+02,2.945903373937323266e+01
2.795687473402967953e+02,2.920372947677626030e+01
2.884267751432206524e+02,3.349307556413559439e+01
2.980000000000000000e+02,3.119999999999999929e+01
