Q20,Q30,EHFB,HFBROT
41600.0,42000.0,-1791.149287,-1795.75428
41600.0,48000.0,-1792.406764,-1797.045464
41600.0,54000.0,-1791.275329,-1795.938986
41600.0,60000.0,-1789.051994,-1793.720569
42400.0,0.0,-1779.139172,-1783.83989
42400.0,6000.0,-1780.413079,-1785.138585
42400.0,12000.0,-1781.864862,-1786.597255
42400.0,18000.0,-1783.444599,-1788.172194
42400.0,24000.0,-1785.18985,-1789.910162
42400.0,30000.0,-1787.176863,-1791.881681
42400.0,36000.0,-1789.500984,-1794.169441
42400.0,42000.0,-1791.938499,-1796.557497
42400.0,48000.0,-1793.562164,-1798.18322
42400.0,54000.0,-1793.003273,-1797.662303
42400.0,60000.0,-1790.96493,-1795.633526
43200.0,0.0,-1780.361879,-1785.064944
43200.0,6000.0,-1781.604485,-1786.342523
43200.0,12000.0,-1782.999655,-1787.732208
43200.0,18000.0,-1784.51635,-1789.243222
43200.0,24000.0,-1786.19038,-1790.911289
43200.0,30000.0,-1788.069299,-1792.777239
43200.0,36000.0,-1790.242193,-1794.920453
43200.0,42000.0,-1792.677298,-1797.309192
43200.0,48000.0,-1794.483343,-1799.091407
43200.0,54000.0,-1794.584832,-1799.237902
43200.0,60000.0,-1792.854903,-1797.522957
44000.0,0.0,-1781.54215,-1786.249419
44000.0,6000.0,-1782.766836,-1787.505498
44000.0,12000.0,-1784.103653,-1788.83583
44000.0,18000.0,-1785.568336,-1790.295654
44000.0,24000.0,-1787.163592,-1791.885278
44000.0,30000.0,-1788.947817,-1793.658178
44000.0,36000.0,-1790.991436,-1795.67686
44000.0,42000.0,-1793.36685,-1798.010302
44000.0,48000.0,-1795.311236,-1799.922088
44000.0,54000.0,-1796.021301,-1800.66743
44000.0,60000.0,-1794.662264,-1799.32796
44800.0,0.0,-1782.703156,-1787.450276
44800.0,6000.0,-1783.892183,-1788.630886
44800.0,12000.0,-1785.182726,-1789.915581
44800.0,18000.0,-1786.590134,-1791.317598
44800.0,24000.0,-1788.119468,-1792.841308
44800.0,30000.0,-1789.814802,-1794.526766
44800.0,36000.0,-1791.742645,-1796.433786
44800.0,42000.0,-1794.005459,-1798.65759
44800.0,48000.0,-1796.065733,-1800.68392
44800.0,54000.0,-1797.288891,-1801.92614
44800.0,60000.0,-1796.323913,-1800.985827
45600.0,0.0,-1783.835176,-1788.582178
45600.0,6000.0,-1784.981993,-1789.72099
45600.0,12000.0,-1786.229373,-1790.962168
45600.0,18000.0,-1787.583453,-1792.311194
45600.0,24000.0,-1789.046838,-1793.768907
45600.0,30000.0,-1790.664158,-1795.377142
45600.0,36000.0,-1792.492579,-1797.187489
45600.0,42000.0,-1794.613914,-1799.277759
45600.0,48000.0,-1796.753011,-1801.38088
45600.0,54000.0,-1798.244515,-1802.862986
45600.0,60000.0,-1797.848085,-1802.504865
46400.0,0.0,-1784.933255,-1789.6801
46400.0,6000.0,-1786.038247,-1790.776733
46400.0,12000.0,-1787.245567,-1791.978602
46400.0,18000.0,-1788.54289,-1793.270427
46400.0,24000.0,-1789.947002,-1794.668818
46400.0,30000.0,-1791.496445,-1796.209773
46400.0,36000.0,-1793.238683,-1797.937668
46400.0,42000.0,-1795.236393,-1799.909046
46400.0,48000.0,-1797.388383,-1802.025147
46400.0,54000.0,-1799.003198,-1803.61972
46400.0,60000.0,-1799.24092,-1803.891275
47200.0,0.0,-1785.999412,-1790.746321
47200.0,6000.0,-1787.074103,-1791.811919
47200.0,12000.0,-1788.229679,-1792.962872
47200.0,18000.0,-1789.471964,-1794.199993
47200.0,24000.0,-1790.822544,-1795.543709
47200.0,30000.0,-1792.312371,-1797.025551
47200.0,36000.0,-1793.980052,-1798.681031
47200.0,42000.0,-1795.862872,-1800.542226
47200.0,48000.0,-1797.970435,-1802.614772
47200.0,54000.0,-1799.700057,-1804.32212
47200.0,60000.0,-1800.504074,-1805.147154
48000.0,0.0,-1787.034986,-1791.781816
48000.0,6000.0,-1788.080313,-1792.818394
48000.0,12000.0,-1789.185454,-1793.918049
48000.0,18000.0,-1790.375857,-1795.103536
48000.0,24000.0,-1791.677131,-1796.398019
48000.0,30000.0,-1793.112901,-1797.825968
48000.0,36000.0,-1794.712447,-1799.414815
48000.0,42000.0,-1796.502808,-1801.187488
48000.0,48000.0,-1798.525163,-1803.177562
48000.0,54000.0,-1800.351296,-1804.978336
48000.0,60000.0,-1801.565176,-1806.197384
48800.0,0.0,-1788.039676,-1792.7861
48800.0,6000.0,-1789.054962,-1793.792557
48800.0,12000.0,-1790.11642,-1794.84813
48800.0,18000.0,-1791.260121,-1795.986958
48800.0,24000.0,-1792.514623,-1797.234873
48800.0,30000.0,-1793.899125,-1798.612085
48800.0,36000.0,-1795.434309,-1800.137604
48800.0,42000.0,-1797.140841,-1801.829126
48800.0,48000.0,-1799.051037,-1803.712192
48800.0,54000.0,-1800.946563,-1805.580194
48800.0,60000.0,-1802.31425,-1806.935241
49600.0,0.0,-1789.017781,-1793.764419
49600.0,6000.0,-1789.99987,-1794.736899
49600.0,12000.0,-1791.02539,-1795.755994
49600.0,18000.0,-1792.129838,-1796.854237
49600.0,24000.0,-1793.341738,-1798.060877
49600.0,30000.0,-1794.674249,-1799.387045
49600.0,36000.0,-1796.144516,-1800.848895
49600.0,42000.0,-1797.77212,-1802.463218
49600.0,48000.0,-1799.579404,-1804.248161
49600.0,54000.0,-1801.48945,-1806.12895
49600.0,60000.0,-1802.955675,-1807.578396
