   Q20	    Q22	  pairing    E_HFB         E_ZPE     B2020      B2222       Bpairpair   B2022       B20pair     B22pair       \Delta_n    \Delta_p  	
   84.00    0.00   35.00   -1799.920       4.575    0.004293    0.019888    0.000286    0.000000    0.000011    0.000000       1.398       1.524
   84.00    0.00   36.00   -1799.780       4.584    0.004237    0.019640    0.000277    0.000000    0.000006    0.000000       1.413       1.535
   84.00    0.00   37.00   -1799.636       4.593    0.004183    0.019397    0.000268    0.000000    0.000001    0.000000       1.427       1.546
   84.00    0.00   38.00   -1799.489       4.602    0.004131    0.019158    0.000261    0.000000   -0.000003    0.000000       1.441       1.557
   84.00    0.00   39.00   -1799.338       4.611    0.004079    0.018924    0.000255    0.000000   -0.000007    0.000000       1.455       1.568
   84.00    0.00   40.00   -1799.184       4.620    0.004029    0.018695    0.000251    0.000000   -0.000009    0.000000       1.469       1.579
   84.00    0.00   41.00   -1799.027       4.630    0.003981    0.018473    0.000245    0.000000   -0.000008    0.000000       1.484       1.589
   84.00    0.00   42.00   -1798.865       4.639    0.003933    0.018257    0.000239    0.000000   -0.000008    0.000000       1.498       1.600
   84.00    0.00   43.00   -1798.700       4.649    0.003886    0.018045    0.000234    0.000000   -0.000009    0.000000       1.512       1.610
   84.00    0.00   44.00   -1798.531       4.659    0.003840    0.017838    0.000229    0.000000   -0.000011    0.000000       1.526       1.620
   84.00    0.00   45.00   -1798.358       4.668    0.003795    0.017635    0.000224    0.000000   -0.000013    0.000000       1.540       1.630
   84.00    0.00   46.00   -1798.182       4.678    0.003750    0.017437    0.000220    0.000000   -0.000016    0.000000       1.553       1.641
   84.00    0.00   47.00   -1798.003       4.687    0.003707    0.017241    0.000215    0.000000   -0.000019    0.000000       1.567       1.651
   84.00    0.00   48.00   -1797.820       4.697    0.003664    0.017049    0.000211    0.000000   -0.000021    0.000000       1.580       1.661
   84.00    0.00   49.00   -1797.634       4.707    0.003622    0.016859    0.000207    0.000000   -0.000023    0.000000       1.593       1.671
   84.00    0.00   50.00   -1797.445       4.717    0.003582    0.016672    0.000203    0.000000   -0.000024    0.000000       1.607       1.682
   84.00    0.00   51.00   -1797.254       4.728    0.003542    0.016486    0.000199    0.000000   -0.000024    0.000000       1.620       1.692
   84.00    0.00   52.00   -1797.060       4.739    0.003503    0.016302    0.000196    0.000000   -0.000023    0.000000       1.633       1.703
   84.00    0.00   53.00   -1796.863       4.750    0.003466    0.016119    0.000192    0.000000   -0.000021    0.000000       1.647       1.714
   84.00    1.00    0.00   -1802.371       4.390    0.008318    0.033336    0.000910   -0.000493    0.000558    0.000352       0.790       1.103
   84.00    1.00    1.00   -1802.367       4.374    0.008094    0.032905    0.000892   -0.000521    0.000533    0.000356       0.809       1.117
   84.00    1.00    2.00   -1802.359       4.376    0.007892    0.032380    0.000884   -0.000483    0.000518    0.000342       0.828       1.132
   84.00    1.00    3.00   -1802.350       4.379    0.007691    0.031853    0.000839   -0.000467    0.000481    0.000316       0.848       1.147
   84.00    1.00    4.00   -1802.332       4.380    0.007493    0.031364    0.000790   -0.000450    0.000431    0.000317       0.867       1.161
   84.00    1.00    5.00   -1802.311       4.382    0.007325    0.030884    0.000785   -0.000413    0.000423    0.000322       0.886       1.175
   84.00    1.00    6.00   -1802.288       4.386    0.007145    0.030399    0.000752   -0.000381    0.000392    0.000311       0.906       1.188
   84.00    1.00    7.00   -1802.258       4.388    0.006985    0.029939    0.000695   -0.000309    0.000389    0.000306       0.925       1.201
   84.00    1.00    8.00   -1802.224       4.391    0.006827    0.029468    0.000688   -0.000279    0.000365    0.000310       0.943       1.214
   84.00    1.00    9.00   -1802.188       4.395    0.006677    0.029009    0.000700   -0.000252    0.000349    0.000299       0.963       1.227
   84.00    1.00   10.00   -1802.156       4.402    0.006522    0.028543    0.000676   -0.000227    0.000321    0.000291       0.982       1.242
   84.00    1.00   11.00   -1802.112       4.407    0.006392    0.028107    0.000622   -0.000212    0.000297    0.000270       1.002       1.254
   84.00    1.00   12.00   -1802.067       4.413    0.006244    0.027656    0.000575   -0.000183    0.000269    0.000249       1.020       1.268
   84.00    1.00   13.00   -1802.013       4.417    0.006116    0.027222    0.000543   -0.000172    0.000234    0.000234       1.038       1.280
   84.00    1.00   14.00   -1801.954       4.421    0.006000    0.026821    0.000523   -0.000141    0.000226    0.000226       1.055       1.292
   84.00    1.00   15.00   -1801.892       4.425    0.005877    0.026438    0.000522   -0.000127    0.000194    0.000233       1.073       1.304
   84.00    1.00   16.00   -1801.828       4.431    0.005768    0.026028    0.000503   -0.000110    0.000178    0.000215       1.092       1.315
   84.00    1.00   17.00   -1801.757       4.436    0.005665    0.025647    0.000469   -0.000088    0.000162    0.000201       1.109       1.327
   84.00    1.00   18.00   -1801.683       4.442    0.005567    0.025280    0.000473   -0.000072    0.000148    0.000214       1.126       1.338
   84.00    1.00   19.00   -1801.608       4.449    0.005466    0.024891    0.000459   -0.000064    0.000127    0.000195       1.144       1.350
   84.00    1.00   20.00   -1801.526       4.454    0.005376    0.024538    0.000424   -0.000050    0.000114    0.000181       1.161       1.361
   84.00    1.00   21.00   -1801.440       4.460    0.005289    0.024191    0.000411   -0.000036    0.000102    0.000173       1.178       1.372
   84.00    1.00   22.00   -1801.350       4.466    0.005204    0.023852    0.000398   -0.000024    0.000091    0.000167       1.194       1.383
   84.00    1.00   23.00   -1801.257       4.472    0.005123    0.023520    0.000386   -0.000013    0.000082    0.000161       1.210       1.394
   84.00    1.00   24.00   -1801.159       4.479    0.005042    0.023196    0.000375   -0.000008    0.000065    0.000154       1.227       1.405
   84.00    1.00   25.00   -1801.058       4.485    0.004965    0.022879    0.000364    0.000012    0.000072    0.000148       1.242       1.416
   84.00    1.00   26.00   -1800.953       4.492    0.004892    0.022568    0.000354    0.000021    0.000064    0.000143       1.258       1.427
   84.00    1.00   27.00   -1800.845       4.499    0.004820    0.022251    0.000359    0.000030    0.000055    0.000134       1.274       1.438
   84.00    1.00   28.00   -1800.735       4.508    0.004749    0.021949    0.000349    0.000037    0.000049    0.000129       1.291       1.449
   84.00    1.00   29.00   -1800.619       4.515    0.004681    0.021663    0.000339    0.000042    0.000047    0.000131       1.307       1.460
   84.00    1.00   30.00   -1800.502       4.525    0.004617    0.021365    0.000330    0.000043    0.000034    0.000125       1.323       1.470
   84.00    1.00   31.00   -1800.378       4.532    0.004544    0.021074    0.000319    0.000050    0.000031    0.000116       1.339       1.480
   84.00    1.00   32.00   -1800.251       4.540    0.004477    0.020793    0.000310    0.000056    0.000027    0.000109       1.354       1.491
   84.00    1.00   33.00   -1800.121       4.549    0.004414    0.020521    0.000301    0.000062    0.000023    0.000105       1.370       1.502
   84.00    1.00   34.00   -1799.989       4.558    0.004354    0.020257    0.000294    0.000066    0.000019    0.000102       1.385       1.513
   84.00    1.00   35.00   -1799.853       4.567    0.004297    0.020000    0.000287    0.000069    0.000015    0.000100       1.400       1.524
   84.00    1.00   36.00   -1799.714       4.577    0.004242    0.019749    0.000281    0.000072    0.000010    0.000099       1.415       1.535
   84.00    1.00   37.00   -1799.572       4.587    0.004189    0.019503    0.000274    0.000074    0.000006    0.000097       1.430       1.546
   84.00    1.00   38.00   -1799.426       4.597    0.004136    0.019261    0.000267    0.000075    0.000002    0.000095       1.445       1.557
   84.00    1.00   39.00   -1799.276       4.607    0.004083    0.019022    0.000259    0.000075   -0.000003    0.000091       1.459       1.568
   84.00    1.00   40.00   -1799.122       4.616    0.004029    0.018785    0.000250    0.000075   -0.000007    0.000086       1.473       1.578
   84.00    1.00   41.00   -1798.964       4.625    0.003979    0.018556    0.000242    0.000077   -0.000007    0.000081       1.487       1.589
   84.00    1.00   42.00   -1798.803       4.635    0.003931    0.018333    0.000236    0.000078   -0.000008    0.000077       1.500       1.600
   84.00    1.00   43.00   -1798.638       4.644    0.003884    0.018116    0.000230    0.000079   -0.000009    0.000073       1.514       1.610
   84.00    1.00   44.00   -1798.469       4.654    0.003838    0.017904    0.000225    0.000079   -0.000011    0.000070       1.528       1.620
   84.00    1.00   45.00   -1798.297       4.663    0.003794    0.017697    0.000221    0.000079   -0.000013    0.000068       1.541       1.631
   84.00    1.00   46.00   -1798.121       4.673    0.003750    0.017495    0.000218    0.000079   -0.000015    0.000066       1.555       1.641
   84.00    1.00   47.00   -1797.942       4.683    0.003708    0.017296    0.000214    0.000079   -0.000018    0.000064       1.569       1.651
   84.00    1.00   48.00   -1797.760       4.693    0.003666    0.017101    0.000211    0.000078   -0.000020    0.000063       1.582       1.661
   84.00    1.00   49.00   -1797.575       4.703    0.003625    0.016909    0.000208    0.000077   -0.000022    0.000062       1.595       1.671
   84.00    1.00   50.00   -1797.386       4.714    0.003585    0.016719    0.000204    0.000077   -0.000023    0.000060       1.609       1.682
   84.00    1.00   51.00   -1797.195       4.725    0.003546    0.016530    0.000200    0.000076   -0.000024    0.000059       1.622       1.692
   84.00    1.00   52.00   -1797.001       4.736    0.003507    0.016344    0.000195    0.000076   -0.000024    0.000057       1.635       1.703
   84.00    1.00   53.00   -1796.805       4.747    0.003468    0.016158    0.000190    0.000076   -0.000023    0.000055       1.648       1.714
   84.00    2.00    0.00   -1802.169       4.336    0.008258    0.035433    0.000921   -0.000946    0.000573    0.000752       0.813       1.091
   84.00    2.00    1.00   -1802.166       4.333    0.008052    0.035086    0.000901   -0.000909    0.000548    0.000743       0.833       1.105
   84.00    2.00    2.00   -1802.161       4.335    0.007861    0.034503    0.000867   -0.000828    0.000549    0.000697       0.851       1.121
   84.00    2.00    3.00   -1802.148       4.336    0.007682    0.033931    0.000819   -0.000777    0.000520    0.000675       0.870       1.136
   84.00    2.00    4.00   -1802.131       4.337    0.007485    0.033356    0.000780   -0.000736    0.000476    0.000654       0.889       1.150
   84.00    2.00    5.00   -1802.109       4.338    0.007296    0.032765    0.000774   -0.000639    0.000453    0.000660       0.907       1.164
   84.00    2.00    6.00   -1802.086       4.341    0.007123    0.032126    0.000776   -0.000580    0.000429    0.000641       0.927       1.177
   84.00    2.00    7.00   -1802.062       4.346    0.006957    0.031601    0.000729   -0.000517    0.000401    0.000597       0.947       1.192
   84.00    2.00    8.00   -1802.031       4.349    0.006815    0.031083    0.000683   -0.000424    0.000390    0.000583       0.965       1.206
   84.00    2.00    9.00   -1801.995       4.353    0.006664    0.030513    0.000662   -0.000380    0.000362    0.000570       0.984       1.219
   84.00    2.00   10.00   -1801.955       4.358    0.006521    0.029995    0.000616   -0.000340    0.000335    0.000520       1.003       1.232
   84.00    2.00   11.00   -1801.909       4.361    0.006389    0.029426    0.000588   -0.000300    0.000314    0.000469       1.021       1.245
   84.00    2.00   12.00   -1801.863       4.367    0.006237    0.028934    0.000566   -0.000284    0.000269    0.000444       1.038       1.259
