 #  Z     N         Q_20        Q_30       BE_LN
    92   158      256.00       60.00    -1794.5126
    92   158      264.00        0.00    -1792.0600
    92   158      264.00        3.00    -1799.3570
    92   158      264.00        6.00    -1798.8010
    92   158      264.00        9.00    -1797.9760
    92   158      264.00       12.00    -1796.7230
    92   158      264.00       15.00    -1796.7470
    92   158      264.00       18.00    -1798.7060
    92   158      264.00       21.00    -1801.2970
    92   158      264.00       24.00    -1803.8820
    92   158      264.00       27.00    -1805.7830
    92   158      264.00       30.00    -1805.8570
    92   158      264.00       33.00    -1804.5080
    92   158      264.00       36.00    -1802.3020
    92   158      264.00       39.00    -1799.2990
    92   158      264.00       42.00    -1796.1850
    92   158      264.00       45.00    -1793.0090
    92   158      264.00       48.00    -1789.1790
    92   158      264.00       51.00    -1782.9780
    92   158      264.00       54.00    -1780.3240
    92   158      264.00       57.00    -1777.4540
    92   158      264.00       60.00    -1796.3410
    92   158      272.00        0.00    -1792.4210
    92   158      272.00        3.00    -1799.5620
    92   158      272.00        6.00    -1799.1620
    92   158      272.00        9.00    -1798.2760
    92   158      272.00       12.00    -1797.0570
    92   158      272.00       15.00    -1797.0370
    92   158      272.00       18.00    -1798.5800
    92   158      272.00       21.00    -1800.8830
    92   158      272.00       24.00    -1803.3260
    92   158      272.00       27.00    -1805.4580
    92   158      272.00       30.00    -1806.2940
    92   158      272.00       33.00    -1805.5180
    92   158      272.00       36.00    -1803.7250
    92   158      272.00       39.00    -1801.1210
    92   158      272.00       42.00    -1798.4530
    92   158      272.00       45.00    -1795.4820
    92   158      272.00       48.00    -1792.3710
    92   158      272.00       51.00    -1788.2610
    92   158      272.00       54.00    -1782.1510
    92   158      272.00       57.00    -1779.8410
    92   158      272.00       60.00    -1798.1960
    92   158      280.00        0.00    -1799.2740
    92   158      280.00        3.00    -1799.5350
    92   158      280.00        6.00    -1799.4070
    92   158      280.00        9.00    -1798.6120
    92   158      280.00       12.00    -1797.2980
    92   158      280.00       15.00    -1797.3380
    92   158      280.00       18.00    -1798.6820
    92   158      280.00       21.00    -1800.5240
    92   158      280.00       24.00    -1802.7800
    92   158      280.00       27.00    -1804.9670
    92   158      280.00       30.00    -1806.2970
    92   158      280.00       33.00    -1806.1990
    92   158      280.00       36.00    -1805.0730
    92   158      280.00       39.00    -1802.4820
    92   158      280.00       42.00    -1800.0090
    92   158      280.00       45.00    -1797.3260
    92   158      280.00       48.00    -1793.9940
    92   158      280.00       51.00    -1790.1180
    92   158      280.00       54.00    -1784.8430
    92   158      280.00       57.00    -1780.9650
    92   158      280.00       60.00    -1800.5560
    92   158      288.00        0.00    -1799.3980
    92   158      288.00        3.00    -1799.4980
    92   158      288.00        6.00    -1799.5670
    92   158      288.00        9.00    -1798.9810
    92   158      288.00       12.00    -1796.5690
    92   158      288.00       15.00    -1797.7640
    92   158      288.00       18.00    -1799.0270
    92   158      288.00       21.00    -1800.3870
    92   158      288.00       24.00    -1802.4330
    92   158      288.00       27.00    -1804.5540
    92   158      288.00       30.00    -1806.1600
    92   158      288.00       33.00    -1806.6780
    92   158      288.00       36.00    -1806.1920
    92   158      288.00       39.00    -1804.1660
    92   158      288.00       42.00    -1801.5720
    92   158      288.00       45.00    -1799.0950
    92   158      288.00       48.00    -1796.0440
    92   158      288.00       51.00    -1792.2000
    92   158      288.00       54.00    -1787.1860
    92   158      288.00       57.00    -1782.8512
    92   158      288.00       60.00    -1775.7940
    92   158      296.00        0.00    -1799.7900
    92   158      296.00        3.00    -1799.5580
    92   158      296.00        6.00    -1799.4730
    92   158      296.00        9.00    -1799.1350
    92   158      296.00       12.00    -1796.9330
    92   158      296.00       15.00    -1798.1040
    92   158      296.00       18.00    -1799.2820
    92   158      296.00       21.00    -1800.3630
    92   158      296.00       24.00    -1802.2270
    92   158      296.00       27.00    -1803.9580
    92   158      296.00       30.00    -1805.8830
    92   158      296.00       33.00    -1806.7660
    92   158      296.00       36.00    -1806.8880
    92   158      296.00       39.00    -1805.7950
    92   158      296.00       42.00    -1803.4080
    92   158      296.00       45.00    -1800.7520
    92   158      296.00       48.00    -1798.2460
    92   158      296.00       51.00    -1794.9340
    92   158      296.00       54.00    -1789.7260
    92   158      296.00       57.00    -1785.9560
    92   158      296.00       60.00    -1804.4600
    92   158      304.00        0.00    -1800.2230
    92   158      304.00        3.00    -1799.9940
    92   158      304.00        6.00    -1799.4940
    92   158      304.00        9.00    -1799.1030
    92   158      304.00       12.00    -1797.1830
    92   158      304.00       15.00    -1798.3230
    92   158      304.00       18.00    -1799.4250
    92   158      304.00       21.00    -1800.4220
    92   158      304.00       24.00    -1806.0250
    92   158      304.00       27.00    -1804.4800
    92   158      304.00       30.00    -1805.2390
    92   158      304.00       33.00    -1806.5710
    92   158      304.00       36.00    -1807.0850
    92   158      304.00       39.00    -1806.7370
    92   158      304.00       42.00    -1805.0130
    92   158      304.00       45.00    -1802.3970
    92   158      304.00       48.00    -1799.5760
    92   158      304.00       51.00    -1796.6760
    92   158      304.00       54.00    -1792.8670
    92   158      304.00       57.00    -1788.1630
    92   158      304.00       60.00    -1782.6410
    92   158      312.00        0.00    -1800.6500
    92   158      312.00        3.00    -1800.5120
    92   158      312.00        6.00    -1799.9590
    92   158      312.00        9.00    -1799.1350
    92   158      312.00       12.00    -1797.3460
    92   158      312.00       15.00    -1798.4530
    92   158      312.00       18.00    -1799.5050
    92   158      312.00       21.00    -1800.5040
    92   158      312.00       24.00    -1808.4960
    92   158      312.00       27.00    -1808.3510
    92   158      312.00       30.00    -1806.0330
    92   158      312.00       33.00    -1806.3660
    92   158      312.00       36.00    -1807.0170
    92   158      312.00       39.00    -1807.1820
    92   158      312.00       42.00    -1806.2210
    92   158      312.00       45.00    -1804.0000
    92   158      312.00       48.00    -1801.1460
    92   158      312.00       51.00    -1798.0530
    92   158      312.00       54.00    -1794.6370
    92   158      312.00       57.00    -1790.0180
    92   158      312.00       60.00    -1771.4852
    92   158      320.00        0.00    -1801.0100
    92   158      320.00        3.00    -1800.9150
    92   158      320.00        6.00    -1800.4350
    92   158      320.00        9.00    -1799.3840
    92   158      320.00       12.00    -1797.4300
    92   158      320.00       15.00    -1798.5050
    92   158      320.00       18.00    -1799.5100
    92   158      320.00       21.00    -1800.5430
    92   158      320.00       24.00    -1810.8060
    92   158      320.00       27.00    -1810.7060
    92   158      320.00       30.00    -1810.4000
    92   158      320.00       33.00    -1807.0790
    92   158      320.00       36.00    -1806.8070
    92   158      320.00       39.00    -1807.2470
    92   158      320.00       42.00    -1806.8970
    92   158      320.00       45.00    -1805.3320
    92   158      320.00       48.00    -1802.7510
    92   158      320.00       51.00    -1799.5790
    92   158      320.00       54.00    -1796.0650
    92   158      320.00       57.00    -1791.8280
    92   158      320.00       60.00    -1781.0184
    92   158      328.00        0.00    -1801.3210
    92   158      328.00        3.00    -1801.4910
    92   158      328.00        6.00    -1800.9280
    92   158      328.00        9.00    -1799.9970
    92   158      328.00       12.00    -1799.1550
    92   158      328.00       15.00    -1798.6890
    92   158      328.00       18.00    -1799.6020
    92   158      328.00       21.00    -1799.0300
    92   158      328.00       24.00    -1813.1000
    92   158      328.00       27.00    -1813.2130
    92   158      328.00       30.00    -1813.0700
    92   158      328.00       33.00    -1808.3710
    92   158      328.00       36.00    -1807.9060
    92   158      328.00       39.00    -1807.6450
    92   158      328.00       42.00    -1807.7000
    92   158      328.00       45.00    -1806.9050
    92   158      328.00       48.00    -1804.9980
    92   158      328.00       51.00    -1802.3690
    92   158      328.00       54.00    -1799.1790
    92   158      328.00       57.00    -1795.7130
    92   158      328.00       60.00    -1791.5730
    92   158      336.00        0.00    -1803.7400
    92   158      336.00        3.00    -1803.9060
    92   158      336.00        6.00    -1801.1280
    92   158      336.00        9.00    -1800.3310
    92   158      336.00       12.00    -1799.5300
    92   158      336.00       15.00    -1798.9650
    92   158      336.00       18.00    -1799.5600
    92   158      336.00       21.00    -1800.6330
    92   158      336.00       24.00    -1815.1910
    92   158      336.00       27.00    -1815.5310
    92   158      336.00       30.00    -1815.4800
    92   158      336.00       33.00    -1814.8760
    92   158      336.00       36.00    -1809.2220
    92   158      336.00       39.00    -1807.9510
    92   158      336.00       42.00    -1808.0700
    92   158      336.00       45.00    -1807.3670
    92   158      336.00       48.00    -1806.0470
    92   158      336.00       51.00    -1803.7860
    92   158      336.00       54.00    -1800.8860
    92   158      336.00       57.00    -1797.2800
    92   158      336.00       60.00    -1793.4590
    92   158      344.00        0.00    -1806.1190
    92   158      344.00        3.00    -1806.2820
    92   158      344.00        6.00    -1806.6820
    92   158      344.00        9.00    -1800.6190
    92   158      344.00       12.00    -1798.1409
    92   158      344.00       15.00    -1799.2760
    92   158      344.00       18.00    -1798.3030
    92   158      344.00       21.00    -1800.6630
    92   158      344.00       24.00    -1817.6542
    92   158      344.00       27.00    -1817.7860
    92   158      344.00       30.00    -1817.7580
    92   158      344.00       33.00    -1817.4160
    92   158      344.00       36.00    -1816.5020
    92   158      344.00       39.00    -1809.7270
    92   158      344.00       42.00    -1807.7400
    92   158      344.00       45.00    -1808.2970
    92   158      344.00       48.00    -1803.4920
    92   158      344.00       51.00    -1801.3430
    92   158      344.00       54.00    -1806.3934
    92   158      344.00       57.00    -1800.2420
    92   158      344.00       60.00    -1803.2650
    92   158      352.00        0.00    -1808.3310
    92   158      352.00        3.00    -1808.4923
    92   158      352.00        6.00    -1809.8105
    92   158      352.00        9.00    -1805.7511
    92   158      352.00       12.00    -1796.8730
    92   158      352.00       15.00    -1797.7010
    92   158      352.00       18.00    -1798.7500
    92   158      352.00       21.00    -1800.1030
    92   158      352.00       24.00    -1820.5178
    92   158      352.00       27.00    -1819.7430
    92   158      352.00       30.00    -1819.8410
    92   158      352.00       33.00    -1819.6980
    92   158      352.00       36.00    -1818.9220
    92   158      352.00       39.00    -1817.7340
    92   158      352.00       42.00    -1816.2130
    92   158      352.00       45.00    -1807.6560
    92   158      352.00       48.00    -1805.6410
    92   158      352.00       51.00    -1803.3340
    92   158      352.00       54.00    -1809.4540
    92   158      352.00       57.00    -1808.0183
    92   158      352.00       60.00    -1805.4540
    92   158      360.00        0.00    -1810.4880
    92   158      360.00        3.00    -1810.6360
    92   158      360.00        6.00    -1811.0120
    92   158      360.00        9.00    -1811.5610
    92   158      360.00       12.00    -1797.4730
    92   158      360.00       15.00    -1798.2660
    92   158      360.00       18.00    -1799.3100
    92   158      360.00       21.00    -1800.5800
    92   158      360.00       24.00    -1823.6203
    92   158      360.00       27.00    -1821.6270
    92   158      360.00       30.00    -1821.9350
    92   158      360.00       33.00    -1821.9880
    92   158      360.00       36.00    -1821.0180
    92   158      360.00       39.00    -1820.0370
    92   158      360.00       42.00    -1818.6130
    92   158      360.00       45.00    -1817.0280
    92   158      360.00       48.00    -1807.7170
    92   158      360.00       51.00    -1805.4520
    92   158      360.00       54.00    -1804.6427
    92   158      360.00       57.00    -1810.2530
    92   158      360.00       60.00    -1808.3200
    92   158      368.00        0.00    -1812.5560
    92   158      368.00        3.00    -1812.6950
    92   158      368.00        6.00    -1813.0500
    92   158      368.00        9.00    -1813.5950
    92   158      368.00       12.00    -1797.6980
    92   158      368.00       15.00    -1798.5350
    92   158      368.00       18.00    -1799.4210
    92   158      368.00       21.00    -1799.9929
    92   158      368.00       24.00    -1826.8003
    92   158      368.00       27.00    -1823.3230
    92   158      368.00       30.00    -1823.8470
    92   158      368.00       33.00    -1823.9700
    92   158      368.00       36.00    -1823.5650
    92   158      368.00       39.00    -1822.6610
    92   158      368.00       42.00    -1821.3490
    92   158      368.00       45.00    -1819.8010
    92   158      368.00       48.00    -1808.9630
    92   158      368.00       51.00    -1808.5210
    92   158      368.00       54.00    -1804.8790
    92   158      368.00       57.00    -1804.4270
    92   158      368.00       60.00    -1801.7430
    92   158      376.00        0.00    -1814.5760
    92   158      376.00        3.00    -1814.7070
    92   158      376.00        6.00    -1815.0460
    92   158      376.00        9.00    -1815.5580
    92   158      376.00       12.00    -1797.7990
    92   158      376.00       15.00    -1798.6120
    92   158      376.00       18.00    -1799.4680
    92   158      376.00       21.00    -1800.4150
    92   158      376.00       24.00    -1829.8964
    92   158      376.00       27.00    -1824.9880
    92   158      376.00       30.00    -1825.6800
    92   158      376.00       33.00    -1825.8790
    92   158      376.00       36.00    -1825.7330
    92   158      376.00       39.00    -1824.9820
    92   158      376.00       42.00    -1823.8400
    92   158      376.00       45.00    -1822.3570
    92   158      376.00       48.00    -1820.8160
    92   158      376.00       51.00    -1819.0680
    92   158      376.00       54.00    -1817.4950
    92   158      376.00       57.00    -1815.5020
    92   158      376.00       60.00    -1813.4360
    92   158      384.00        0.00    -1816.4960
    92   158      384.00        3.00    -1816.6240
    92   158      384.00        6.00    -1816.9530
    92   158      384.00        9.00    -1817.4420
    92   158      384.00       12.00    -1818.1580
    92   158      384.00       15.00    -1798.7650
    92   158      384.00       18.00    -1799.6010
    92   158      384.00       21.00    -1800.5190
    92   158      384.00       24.00    -1832.7470
    92   158      384.00       27.00    -1831.3510
    92   158      384.00       30.00    -1827.3650
    92   158      384.00       33.00    -1827.6730
    92   158      384.00       36.00    -1827.7480
    92   158      384.00       39.00    -1827.1380
    92   158      384.00       42.00    -1826.1350
    92   158      384.00       45.00    -1824.7920
    92   158      384.00       48.00    -1823.3000
    92   158      384.00       51.00    -1821.8470
    92   158      384.00       54.00    -1820.5600
    92   158      384.00       57.00    -1820.0630
    92   158      384.00       60.00    -1816.5890
    92   158      392.00        0.00    -1818.3700
    92   158      392.00        3.00    -1818.4900
    92   158      392.00        6.00    -1818.8030
    92   158      392.00        9.00    -1819.2570
    92   158      392.00       12.00    -1819.9320
    92   158      392.00       15.00    -1810.1427
    92   158      392.00       18.00    -1799.7940
    92   158      392.00       21.00    -1800.6990
    92   158      392.00       24.00    -1835.0300
    92   158      392.00       27.00    -1833.6280
    92   158      392.00       30.00    -1828.8740
    92   158      392.00       33.00    -1829.3730
    92   158      392.00       36.00    -1829.5850
    92   158      392.00       39.00    -1829.1330
    92   158      392.00       42.00    -1828.2630
    92   158      392.00       45.00    -1827.0210
    92   158      392.00       48.00    -1825.5420
    92   158      392.00       51.00    -1824.0490
    92   158      392.00       54.00    -1822.5720
    92   158      392.00       57.00    -1820.7810
    92   158      392.00       60.00    -1818.8770
    92   158      400.00        0.00    -1820.2430
    92   158      400.00        3.00    -1820.3560
    92   158      400.00        6.00    -1820.6510
    92   158      400.00        9.00    -1821.0720
    92   158      400.00       12.00    -1821.6980
    92   158      400.00       15.00    -1822.2520
    92   158      400.00       18.00    -1836.8540
    92   158      400.00       21.00    -1837.2330
    92   158      400.00       24.00    -1836.5110
    92   158      400.00       27.00    -1835.3230
    92   158      400.00       30.00    -1830.3320
    92   158      400.00       33.00    -1831.0330
    92   158      400.00       36.00    -1831.2730
    92   158      400.00       39.00    -1831.0760
    92   158      400.00       42.00    -1830.3240
    92   158      400.00       45.00    -1829.2070
    92   158      400.00       48.00    -1827.7670
    92   158      400.00       51.00    -1826.2470
    92   158      400.00       54.00    -1824.4690
    92   158      400.00       57.00    -1823.0760
    92   158      400.00       60.00    -1821.1500
    92   158      408.00        0.00    -1822.0360
    92   158      408.00        3.00    -1822.1430
    92   158      408.00        6.00    -1822.4240
    92   158      408.00        9.00    -1822.8270
    92   158      408.00       12.00    -1823.4130
    92   158      408.00       15.00    -1824.2200
    92   158      408.00       18.00    -1838.2030
    92   158      408.00       21.00    -1838.7310
    92   158      408.00       24.00    -1838.6770
    92   158      408.00       27.00    -1837.6420
    92   158      408.00       30.00    -1831.7860
    92   158      408.00       33.00    -1832.6500
    92   158      408.00       36.00    -1833.0160
    92   158      408.00       39.00    -1833.0810
    92   158      408.00       42.00    -1832.4670
    92   158      408.00       45.00    -1831.4730
    92   158      408.00       48.00    -1830.1430
    92   158      408.00       51.00    -1828.6370
    92   158      408.00       54.00    -1827.1220
    92   158      408.00       57.00    -1825.5620
    92   158      408.00       60.00    -1823.6760
    92   158      416.00        0.00    -1823.7760
    92   158      416.00        3.00    -1823.8780
    92   158      416.00        6.00    -1824.1470
    92   158      416.00        9.00    -1824.5330
    92   158      416.00       12.00    -1825.0790
    92   158      416.00       15.00    -1825.8450
    92   158      416.00       18.00    -1830.8480
    92   158      416.00       21.00    -1838.1136
    92   158      416.00       24.00    -1840.3290
    92   158      416.00       27.00    -1839.1280
    92   158      416.00       30.00    -1837.8410
    92   158      416.00       33.00    -1834.0710
    92   158      416.00       36.00    -1834.5780
    92   158      416.00       39.00    -1834.8400
    92   158      416.00       42.00    -1834.3920
    92   158      416.00       45.00    -1833.5660
    92   158      416.00       48.00    -1832.3990
    92   158      416.00       51.00    -1830.9960
    92   158      416.00       54.00    -1829.5590
    92   158      416.00       57.00    -1828.1490
    92   158      416.00       60.00    -1826.5490
    92   158      424.00        0.00    -1825.4320
    92   158      424.00        3.00    -1825.5270
    92   158      424.00        6.00    -1825.7800
    92   158      424.00        9.00    -1826.1390
    92   158      424.00       12.00    -1826.6430
    92   158      424.00       15.00    -1827.3540
    92   158      424.00       18.00    -1828.2430
    92   158      424.00       21.00    -1841.6010
    92   158      424.00       24.00    -1841.8190
    92   158      424.00       27.00    -1840.8360
    92   158      424.00       30.00    -1839.6450
    92   158      424.00       33.00    -1835.3150
    92   158      424.00       36.00    -1836.0250
    92   158      424.00       39.00    -1836.3250
    92   158      424.00       42.00    -1836.1280
    92   158      424.00       45.00    -1835.4130
    92   158      424.00       48.00    -1834.3590
    92   158      424.00       51.00    -1833.0090
    92   158      424.00       54.00    -1831.5590
    92   158      424.00       57.00    -1830.1240
    92   158      424.00       60.00    -1828.6220
    92   158      432.00        0.00    -1827.0340
    92   158      432.00        3.00    -1827.1230
    92   158      432.00        6.00    -1827.3590
    92   158      432.00        9.00    -1827.7010
    92   158      432.00       12.00    -1828.1640
    92   158      432.00       15.00    -1828.8210
    92   158      432.00       18.00    -1829.6810
    92   158      432.00       21.00    -1842.7890
    92   158      432.00       24.00    -1843.1120
    92   158      432.00       27.00    -1842.4620
    92   158      432.00       30.00    -1841.4030
    92   158      432.00       33.00    -1836.4800
    92   158      432.00       36.00    -1837.3580
    92   158      432.00       39.00    -1837.7420
    92   158      432.00       42.00    -1837.7710
    92   158      432.00       45.00    -1837.1680
    92   158      432.00       48.00    -1836.2180
    92   158      432.00       51.00    -1834.9540
    92   158      432.00       54.00    -1833.5100
    92   158      432.00       57.00    -1832.0440
    92   158      432.00       60.00    -1830.5730
    92   158      440.00        0.00    -1828.6970
    92   158      440.00        3.00    -1828.7840
    92   158      440.00        6.00    -1829.0200
    92   158      440.00        9.00    -1829.3620
    92   158      440.00       12.00    -1829.8150
    92   158      440.00       15.00    -1830.4500
    92   158      440.00       18.00    -1831.2810
    92   158      440.00       21.00    -1844.1180
    92   158      440.00       24.00    -1844.6660
    92   158      440.00       27.00    -1844.2000
    92   158      440.00       30.00    -1843.2710
    92   158      440.00       33.00    -1842.0180
    92   158      440.00       36.00    -1838.8500
    92   158      440.00       39.00    -1839.3760
    92   158      440.00       42.00    -1839.6820
    92   158      440.00       45.00    -1839.2620
    92   158      440.00       48.00    -1838.5000
    92   158      440.00       51.00    -1837.4310
    92   158      440.00       54.00    -1836.1210
    92   158      440.00       57.00    -1834.7560
    92   158      440.00       60.00    -1833.4220
    92   158      448.00        0.00    -1830.2110
    92   158      448.00        3.00    -1830.2940
    92   158      448.00        6.00    -1830.5160
    92   158      448.00        9.00    -1830.8400
    92   158      448.00       12.00    -1831.2600
    92   158      448.00       15.00    -1831.8510
    92   158      448.00       18.00    -1832.6240
    92   158      448.00       21.00    -1833.5960
    92   158      448.00       24.00    -1845.9640
    92   158      448.00       27.00    -1845.6820
    92   158      448.00       30.00    -1844.8850
    92   158      448.00       33.00    -1841.9800
    92   158      448.00       36.00    -1839.9610
    92   158      448.00       39.00    -1840.6680
    92   158      448.00       42.00    -1841.0370
    92   158      448.00       45.00    -1840.8640
    92   158      448.00       48.00    -1840.2090
    92   158      448.00       51.00    -1839.2280
    92   158      448.00       54.00    -1837.7660
    92   158      448.00       57.00    -1836.6390
    92   158      448.00       60.00    -1835.2750
    92   158      456.00        0.00    -1831.6810
    92   158      456.00        3.00    -1831.7590
    92   158      456.00        6.00    -1831.9680
    92   158      456.00        9.00    -1832.2750
    92   158      456.00       12.00    -1832.6680
    92   158      456.00       15.00    -1833.2120
    92   158      456.00       18.00    -1833.9310
    92   158      456.00       21.00    -1834.4650
    92   158      456.00       24.00    -1847.0940
    92   158      456.00       27.00    -1847.1240
    92   158      456.00       30.00    -1846.4220
    92   158      456.00       33.00    -1845.3530
    92   158      456.00       36.00    -1840.9890
    92   158      456.00       39.00    -1841.8800
    92   158      456.00       42.00    -1842.3410
    92   158      456.00       45.00    -1842.3820
    92   158      456.00       48.00    -1841.8360
    92   158      456.00       51.00    -1840.9770
    92   158      456.00       54.00    -1839.8240
    92   158      456.00       57.00    -1838.4790
    92   158      456.00       60.00    -1837.0940
    92   158      464.00        0.00    -1833.1110
    92   158      464.00        3.00    -1833.1840
    92   158      464.00        6.00    -1833.3810
    92   158      464.00        9.00    -1833.6710
    92   158      464.00       12.00    -1834.0380
    92   158      464.00       15.00    -1834.5420
    92   158      464.00       18.00    -1835.2120
    92   158      464.00       21.00    -1836.0570
    92   158      464.00       24.00    -1837.0990
    92   158      464.00       27.00    -1848.4460
    92   158      464.00       30.00    -1847.8860
    92   158      464.00       33.00    -1846.9380
    92   158      464.00       36.00    -1841.9740
    92   158      464.00       39.00    -1842.9730
    92   158      464.00       42.00    -1843.5070
    92   158      464.00       45.00    -1843.8060
    92   158      464.00       48.00    -1843.3810
    92   158      464.00       51.00    -1842.6270
    92   158      464.00       54.00    -1841.5760
    92   158      464.00       57.00    -1840.2690
    92   158      464.00       60.00    -1838.8730
    92   158      472.00        0.00    -1834.5650
    92   158      472.00        3.00    -1834.6320
    92   158      472.00        6.00    -1834.8180
    92   158      472.00        9.00    -1835.0920
    92   158      472.00       12.00    -1835.4370
    92   158      472.00       15.00    -1835.9040
    92   158      472.00       18.00    -1836.5320
    92   158      472.00       21.00    -1837.3210
    92   158      472.00       24.00    -1838.2970
    92   158      472.00       27.00    -1849.7670
    92   158      472.00       30.00    -1849.6600
    92   158      472.00       33.00    -1848.8810
    92   158      472.00       36.00    -1847.6390
    92   158      472.00       39.00    -1844.0230
    92   158      472.00       42.00    -1844.7190
    92   158      472.00       45.00    -1845.1020
    92   158      472.00       48.00    -1844.9190
    92   158      472.00       51.00    -1844.2640
    92   158      472.00       54.00    -1843.2970
    92   158      472.00       57.00    -1842.0720
    92   158      472.00       60.00    -1834.4460
    92   158      480.00        0.00    -1835.9640
    92   158      480.00        3.00    -1836.0290
    92   158      480.00        6.00    -1836.2060
    92   158      480.00        9.00    -1836.4710
    92   158      480.00       12.00    -1836.8070
    92   158      480.00       15.00    -1837.2460
    92   158      480.00       18.00    -1837.8370
    92   158      480.00       21.00    -1838.5810
    92   158      480.00       24.00    -1839.4960
    92   158      480.00       27.00    -1840.5930
    92   158      480.00       30.00    -1850.9830
    92   158      480.00       33.00    -1850.4010
    92   158      480.00       36.00    -1849.3100
    92   158      480.00       39.00    -1845.0330
    92   158      480.00       42.00    -1845.8910
    92   158      480.00       45.00    -1846.3800
    92   158      480.00       48.00    -1846.4120
    92   158      480.00       51.00    -1845.8940
    92   158      480.00       54.00    -1845.0900
    92   158      480.00       57.00    -1844.0120
    92   158      480.00       60.00    -1842.7390
    92   158      488.00        0.00    -1837.4130
    92   158      488.00        3.00    -1837.4760
    92   158      488.00        6.00    -1837.6460
    92   158      488.00        9.00    -1837.8980
    92   158      488.00       12.00    -1838.2180
    92   158      488.00       15.00    -1838.6300
    92   158      488.00       18.00    -1839.1860
    92   158      488.00       21.00    -1839.8880
    92   158      488.00       24.00    -1840.7550
    92   158      488.00       27.00    -1841.7980
    92   158      488.00       30.00    -1852.2170
    92   158      488.00       33.00    -1851.9000
    92   158      488.00       36.00    -1850.9550
    92   158      488.00       39.00    -1846.0660
    92   158      488.00       42.00    -1847.1070
    92   158      488.00       45.00    -1847.6710
    92   158      488.00       48.00    -1847.9740
    92   158      488.00       51.00    -1847.5790
    92   158      488.00       54.00    -1846.8790
    92   158      488.00       57.00    -1845.9040
    92   158      488.00       60.00    -1844.4450
    92   158      496.00        0.00    -1838.7010
    92   158      496.00        3.00    -1838.7590
    92   158      496.00        6.00    -1838.9190
    92   158      496.00        9.00    -1839.1560
    92   158      496.00       12.00    -1839.4610
    92   158      496.00       15.00    -1839.8420
    92   158      496.00       18.00    -1840.3600
    92   158      496.00       21.00    -1841.0180
    92   158      496.00       24.00    -1841.8280
    92   158      496.00       27.00    -1842.8070
    92   158      496.00       30.00    -1843.9420
    92   158      496.00       33.00    -1853.1920
    92   158      496.00       36.00    -1852.4010
    92   158      496.00       39.00    -1851.1990
    92   158      496.00       42.00    -1847.9880
    92   158      496.00       45.00    -1848.6970
    92   158      496.00       48.00    -1849.1020
    92   158      496.00       51.00    -1848.9420
    92   158      496.00       54.00    -1848.3350
    92   158      496.00       57.00    -1847.4480
    92   158      496.00       60.00    -1846.3150
    92   158      504.00        0.00    -1839.9980
    92   158      504.00        3.00    -1840.0560
    92   158      504.00        6.00    -1840.2130
    92   158      504.00        9.00    -1840.4490
    92   158      504.00       12.00    -1840.7520
    92   158      504.00       15.00    -1841.1230
    92   158      504.00       18.00    -1841.6220
    92   158      504.00       21.00    -1842.2540
    92   158      504.00       24.00    -1843.0280
    92   158      504.00       27.00    -1843.9560
    92   158      504.00       30.00    -1845.0400
    92   158      504.00       33.00    -1854.5000
    92   158      504.00       36.00    -1853.8640
    92   158      504.00       39.00    -1848.5330
    92   158      504.00       42.00    -1851.5580
    92   158      504.00       45.00    -1849.8260
    92   158      504.00       48.00    -1850.3500
    92   158      504.00       51.00    -1850.3870
    92   158      504.00       54.00    -1849.8960
    92   158      504.00       57.00    -1849.1390
    92   158      504.00       60.00    -1848.1320
    92   158      512.00        0.00    -1841.2180
    92   158      512.00        3.00    -1841.2720
    92   158      512.00        6.00    -1841.4210
    92   158      512.00        9.00    -1841.6440
    92   158      512.00       12.00    -1841.9330
    92   158      512.00       15.00    -1842.2790
    92   158      512.00       18.00    -1842.7430
    92   158      512.00       21.00    -1843.3360
    92   158      512.00       24.00    -1843.7390
    92   158      512.00       27.00    -1844.9320
    92   158      512.00       30.00    -1845.9560
    92   158      512.00       33.00    -1847.0860
    92   158      512.00       36.00    -1848.2180
    92   158      512.00       39.00    -1849.4020
    92   158      512.00       42.00    -1850.3480
    92   158      512.00       45.00    -1850.7320
    92   158      512.00       48.00    -1851.3030
    92   158      512.00       51.00    -1851.6050
    92   158      512.00       54.00    -1851.2270
    92   158      512.00       57.00    -1850.5590
    92   158      512.00       60.00    -1849.6170
    92   158      520.00        0.00    -1842.4500
    92   158      520.00        3.00    -1842.5010
    92   158      520.00        6.00    -1842.6420
    92   158      520.00        9.00    -1842.8540
    92   158      520.00       12.00    -1843.1320
    92   158      520.00       15.00    -1843.4590
    92   158      520.00       18.00    -1843.8910
    92   158      520.00       21.00    -1844.4500
    92   158      520.00       24.00    -1845.1330
    92   158      520.00       27.00    -1845.9540
    92   158      520.00       30.00    -1846.9230
    92   158      520.00       33.00    -1848.0150
    92   158      520.00       36.00    -1849.0840
    92   158      520.00       39.00    -1850.2870
    92   158      520.00       42.00    -1851.2880
    92   158      520.00       45.00    -1852.0080
    92   158      520.00       48.00    -1852.2960
    92   158      520.00       51.00    -1852.7300
    92   158      520.00       54.00    -1852.6100
    92   158      520.00       57.00    -1852.0740
    92   158      520.00       60.00    -1851.2910
    92   158      528.00        0.00    -1843.6140
    92   158      528.00        3.00    -1843.6620
    92   158      528.00        6.00    -1843.7950
    92   158      528.00        9.00    -1843.9950
