 #  Z     N         Q_20        Q_30       BE_LN
    92   158      264.00        0.00    -1848.6520
    92   158      264.00        3.00    -1849.0430
    92   158      264.00        6.00    -1854.0970
    92   158      264.00        9.00    -1854.5990
    92   158      264.00       12.00    -1854.0780
    92   158      264.00       15.00    -1857.8210
    92   158      264.00       18.00    -1860.3010
    92   158      264.00       21.00    -1862.1000
    92   158      264.00       24.00    -1862.9450
    92   158      264.00       27.00    -1862.2570
    92   158      264.00       30.00    -1860.1410
    92   158      264.00       33.00    -1858.1810
    92   158      264.00       36.00    -1856.9200
    92   158      264.00       39.00    -1854.4130
    92   158      264.00       42.00    -1850.7970
    92   158      264.00       45.00    -1843.2370
    92   158      264.00       48.00    -1841.3980
    92   158      264.00       51.00    -1839.2120
    92   158      264.00       54.00    -1836.4720
    92   158      264.00       57.00    -1834.0740
    92   158      264.00       60.00    -1847.0350
    92   158      272.00        0.00    -1849.0640
    92   158      272.00        3.00    -1849.4750
    92   158      272.00        6.00    -1850.6280
    92   158      272.00        9.00    -1852.1410
    92   158      272.00       12.00    -1853.9860
    92   158      272.00       15.00    -1857.7780
    92   158      272.00       18.00    -1860.2170
    92   158      272.00       21.00    -1862.0560
    92   158      272.00       24.00    -1862.9460
    92   158      272.00       27.00    -1862.5950
    92   158      272.00       30.00    -1860.8700
    92   158      272.00       33.00    -1859.1560
    92   158      272.00       36.00    -1857.0660
    92   158      272.00       39.00    -1855.3590
    92   158      272.00       42.00    -1852.1950
    92   158      272.00       45.00    -1847.9350
    92   158      272.00       48.00    -1842.4240
    92   158      272.00       51.00    -1840.4870
    92   158      272.00       54.00    -1838.0140
    92   158      272.00       57.00    -1847.4390
    92   158      272.00       60.00    -1833.6310
    92   158      280.00        0.00    -1849.4150
    92   158      280.00        3.00    -1849.8070
    92   158      280.00        6.00    -1850.8980
    92   158      280.00        9.00    -1853.0160
    92   158      280.00       12.00    -1855.1760
    92   158      280.00       15.00    -1857.8010
    92   158      280.00       18.00    -1860.2030
    92   158      280.00       21.00    -1862.0950
    92   158      280.00       24.00    -1863.0630
    92   158      280.00       27.00    -1862.9540
    92   158      280.00       30.00    -1861.7820
    92   158      280.00       33.00    -1860.1680
    92   158      280.00       36.00    -1858.6370
    92   158      280.00       39.00    -1856.8400
    92   158      280.00       42.00    -1854.5000
    92   158      280.00       45.00    -1851.0980
    92   158      280.00       48.00    -1844.0360
    92   158      280.00       51.00    -1841.8600
    92   158      280.00       54.00    -1839.8560
    92   158      280.00       57.00    -1833.6080
    92   158      280.00       60.00    -1849.8170
    92   158      288.00        0.00    -1860.5110
    92   158      288.00        3.00    -1850.6680
    92   158      288.00        6.00    -1851.0590
    92   158      288.00        9.00    -1853.2110
    92   158      288.00       12.00    -1855.2270
    92   158      288.00       15.00    -1857.6870
    92   158      288.00       18.00    -1859.9990
    92   158      288.00       21.00    -1861.8780
    92   158      288.00       24.00    -1863.0080
    92   158      288.00       27.00    -1863.0730
    92   158      288.00       30.00    -1862.4890
    92   158      288.00       33.00    -1861.0610
    92   158      288.00       36.00    -1859.6530
    92   158      288.00       39.00    -1857.7050
    92   158      288.00       42.00    -1855.0520
    92   158      288.00       45.00    -1852.1300
    92   158      288.00       48.00    -1848.1540
    92   158      288.00       51.00    -1842.7810
    92   158      288.00       54.00    -1835.8430
    92   158      288.00       57.00    -1835.1080
    92   158      288.00       60.00    -1850.9870
    92   158      296.00        0.00    -1849.8430
    92   158      296.00        3.00    -1850.2030
    92   158      296.00        6.00    -1851.2060
    92   158      296.00        9.00    -1853.3580
    92   158      296.00       12.00    -1855.2970
    92   158      296.00       15.00    -1857.6090
    92   158      296.00       18.00    -1859.7760
    92   158      296.00       21.00    -1861.5960
    92   158      296.00       24.00    -1862.9410
    92   158      296.00       27.00    -1863.2240
    92   158      296.00       30.00    -1863.1770
    92   158      296.00       33.00    -1862.3340
    92   158      296.00       36.00    -1860.7570
    92   158      296.00       39.00    -1859.1840
    92   158      296.00       42.00    -1856.9780
    92   158      296.00       45.00    -1853.7844
    92   158      296.00       48.00    -1851.1040
    92   158      296.00       51.00    -1840.6060
    92   158      296.00       54.00    -1839.4860
    92   158      296.00       57.00    -1836.5410
    92   158      296.00       60.00    -1836.1020
    92   158      304.00        0.00    -1850.0790
    92   158      304.00        3.00    -1850.4240
    92   158      304.00        6.00    -1851.3860
    92   158      304.00        9.00    -1853.6430
    92   158      304.00       12.00    -1855.4590
    92   158      304.00       15.00    -1857.5760
    92   158      304.00       18.00    -1859.5580
    92   158      304.00       21.00    -1861.2810
    92   158      304.00       24.00    -1862.8150
    92   158      304.00       27.00    -1863.3220
    92   158      304.00       30.00    -1863.6160
    92   158      304.00       33.00    -1863.3360
    92   158      304.00       36.00    -1862.0740
    92   158      304.00       39.00    -1860.4320
    92   158      304.00       42.00    -1858.4060
    92   158      304.00       45.00    -1855.7920
    92   158      304.00       48.00    -1852.6200
    92   158      304.00       51.00    -1849.7370
    92   158      304.00       54.00    -1841.9720
    92   158      304.00       57.00    -1837.6350
    92   158      304.00       60.00    -1836.9050
    92   158      312.00        0.00    -1850.2540
    92   158      312.00        3.00    -1850.5800
    92   158      312.00        6.00    -1851.5100
    92   158      312.00        9.00    -1853.9210
    92   158      312.00       12.00    -1855.6030
    92   158      312.00       15.00    -1857.5090
    92   158      312.00       18.00    -1859.3270
    92   158      312.00       21.00    -1860.9430
    92   158      312.00       24.00    -1862.6240
    92   158      312.00       27.00    -1863.3270
    92   158      312.00       30.00    -1863.8230
    92   158      312.00       33.00    -1864.0220
    92   158      312.00       36.00    -1863.2050
    92   158      312.00       39.00    -1861.7330
    92   158      312.00       42.00    -1859.8670
    92   158      312.00       45.00    -1857.4240
    92   158      312.00       48.00    -1854.3680
    92   158      312.00       51.00    -1851.8280
    92   158      312.00       54.00    -1840.4540
    92   158      312.00       57.00    -1838.7970
    92   158      312.00       60.00    -1837.7310
    92   158      320.00        0.00    -1850.3570
    92   158      320.00        3.00    -1850.6690
    92   158      320.00        6.00    -1851.5700
    92   158      320.00        9.00    -1852.9110
    92   158      320.00       12.00    -1855.6600
    92   158      320.00       15.00    -1857.4060
    92   158      320.00       18.00    -1859.1030
    92   158      320.00       21.00    -1860.6130
    92   158      320.00       24.00    -1862.4490
    92   158      320.00       27.00    -1863.3010
    92   158      320.00       30.00    -1863.9060
    92   158      320.00       33.00    -1864.4620
    92   158      320.00       36.00    -1864.1590
    92   158      320.00       39.00    -1862.9910
    92   158      320.00       42.00    -1861.4260
    92   158      320.00       45.00    -1859.2860
    92   158      320.00       48.00    -1856.4980
    92   158      320.00       51.00    -1853.8700
    92   158      320.00       54.00    -1842.1110
    92   158      320.00       57.00    -1840.3460
    92   158      320.00       60.00    -1844.6590
    92   158      328.00        0.00    -1850.4120
    92   158      328.00        3.00    -1850.7090
    92   158      328.00        6.00    -1851.5820
    92   158      328.00        9.00    -1852.9220
    92   158      328.00       12.00    -1854.4870
    92   158      328.00       15.00    -1856.2050
    92   158      328.00       18.00    -1858.1060
    92   158      328.00       21.00    -1860.2220
    92   158      328.00       24.00    -1862.2550
    92   158      328.00       27.00    -1863.1410
    92   158      328.00       30.00    -1863.7770
    92   158      328.00       33.00    -1864.5080
    92   158      328.00       36.00    -1864.6490
    92   158      328.00       39.00    -1863.8370
    92   158      328.00       42.00    -1862.5020
    92   158      328.00       45.00    -1860.7030
    92   158      328.00       48.00    -1858.2010
    92   158      328.00       51.00    -1854.9450
    92   158      328.00       54.00    -1843.4360
    92   158      328.00       57.00    -1841.4340
    92   158      328.00       60.00    -1839.8560
    92   158      336.00        0.00    -1850.4480
    92   158      336.00        3.00    -1850.7350
    92   158      336.00        6.00    -1851.5720
    92   158      336.00        9.00    -1852.8890
    92   158      336.00       12.00    -1854.4950
    92   158      336.00       15.00    -1856.1960
    92   158      336.00       18.00    -1858.0250
    92   158      336.00       21.00    -1860.8700
    92   158      336.00       24.00    -1862.1520
    92   158      336.00       27.00    -1863.2950
    92   158      336.00       30.00    -1863.5590
    92   158      336.00       33.00    -1864.3340
    92   158      336.00       36.00    -1864.8180
    92   158      336.00       39.00    -1864.4040
    92   158      336.00       42.00    -1863.2950
    92   158      336.00       45.00    -1861.8170
    92   158      336.00       48.00    -1859.6770
    92   158      336.00       51.00    -1856.7610
    92   158      336.00       54.00    -1844.8130
    92   158      336.00       57.00    -1842.5450
    92   158      336.00       60.00    -1840.7030
    92   158      344.00        0.00    -1860.7030
    92   158      344.00        3.00    -1850.7430
    92   158      344.00        6.00    -1851.5340
    92   158      344.00        9.00    -1852.7850
    92   158      344.00       12.00    -1854.3240
    92   158      344.00       15.00    -1855.9290
    92   158      344.00       18.00    -1857.6720
    92   158      344.00       21.00    -1861.1840
    92   158      344.00       24.00    -1862.4960
    92   158      344.00       27.00    -1863.6430
    92   158      344.00       30.00    -1863.9380
    92   158      344.00       33.00    -1864.0270
    92   158      344.00       36.00    -1864.7370
    92   158      344.00       39.00    -1864.6770
    92   158      344.00       42.00    -1863.8420
    92   158      344.00       45.00    -1862.5790
    92   158      344.00       48.00    -1860.8200
    92   158      344.00       51.00    -1858.2800
    92   158      344.00       54.00    -1846.1040
    92   158      344.00       57.00    -1852.3340
    92   158      344.00       60.00    -1841.5860
    92   158      352.00        0.00    -1850.5140
    92   158      352.00        3.00    -1850.7650
    92   158      352.00        6.00    -1851.5050
    92   158      352.00        9.00    -1852.6720
    92   158      352.00       12.00    -1854.1170
    92   158      352.00       15.00    -1855.7080
    92   158      352.00       18.00    -1857.4280
    92   158      352.00       21.00    -1864.8075
    92   158      352.00       24.00    -1862.9390
    92   158      352.00       27.00    -1864.0570
    92   158      352.00       30.00    -1864.6920
    92   158      352.00       33.00    -1864.0830
    92   158      352.00       36.00    -1864.6420
    92   158      352.00       39.00    -1864.8990
    92   158      352.00       42.00    -1864.4160
    92   158      352.00       45.00    -1863.4050
    92   158      352.00       48.00    -1861.9990
    92   158      352.00       51.00    -1859.9690
    92   158      352.00       54.00    -1857.1430
    92   158      352.00       57.00    -1854.7570
    92   158      352.00       60.00    -1843.3130
    92   158      360.00        0.00    -1880.6440
    92   158      360.00        3.00    -1850.7940
    92   158      360.00        6.00    -1851.4740
    92   158      360.00        9.00    -1852.5670
    92   158      360.00       12.00    -1853.9450
    92   158      360.00       15.00    -1855.5290
    92   158      360.00       18.00    -1857.2420
    92   158      360.00       21.00    -1870.6367
    92   158      360.00       24.00    -1863.4200
    92   158      360.00       27.00    -1864.5480
    92   158      360.00       30.00    -1865.3730
    92   158      360.00       33.00    -1865.0730
    92   158      360.00       36.00    -1864.0010
    92   158      360.00       39.00    -1864.9960
    92   158      360.00       42.00    -1864.8110
    92   158      360.00       45.00    -1864.0890
    92   158      360.00       48.00    -1862.9160
    92   158      360.00       51.00    -1861.2600
    92   158      360.00       54.00    -1858.9310
    92   158      360.00       57.00    -1847.5150
    92   158      360.00       60.00    -1844.9670
    92   158      368.00        0.00    -1882.4130
    92   158      368.00        3.00    -1883.9410
    92   158      368.00        6.00    -1851.3420
    92   158      368.00        9.00    -1852.3870
    92   158      368.00       12.00    -1853.7100
    92   158      368.00       15.00    -1855.2760
    92   158      368.00       18.00    -1856.9840
    92   158      368.00       21.00    -1875.8820
    92   158      368.00       24.00    -1874.1000
    92   158      368.00       27.00    -1864.8970
    92   158      368.00       30.00    -1865.7930
    92   158      368.00       33.00    -1865.8100
    92   158      368.00       36.00    -1864.8380
    92   158      368.00       39.00    -1863.5890
    92   158      368.00       42.00    -1864.7460
    92   158      368.00       45.00    -1864.2540
    92   158      368.00       48.00    -1863.2950
    92   158      368.00       51.00    -1861.7830
    92   158      368.00       54.00    -1859.7600
    92   158      368.00       57.00    -1848.9270
    92   158      368.00       60.00    -1846.2540
    92   158      376.00        0.00    -1884.2450
    92   158      376.00        3.00    -1899.7500
    92   158      376.00        6.00    -1851.4070
    92   158      376.00        9.00    -1852.4240
    92   158      376.00       12.00    -1853.7070
    92   158      376.00       15.00    -1855.2560
    92   158      376.00       18.00    -1856.9570
    92   158      376.00       21.00    -1878.5889
    92   158      376.00       24.00    -1876.3810
    92   158      376.00       27.00    -1865.4730
    92   158      376.00       30.00    -1866.3470
    92   158      376.00       33.00    -1866.6430
    92   158      376.00       36.00    -1865.8890
    92   158      376.00       39.00    -1864.7210
    92   158      376.00       42.00    -1863.4640
    92   158      376.00       45.00    -1864.8120
    92   158      376.00       48.00    -1864.2190
    92   158      376.00       51.00    -1863.0320
    92   158      376.00       54.00    -1861.2650
    92   158      376.00       57.00    -1859.0280
    92   158      376.00       60.00    -1860.1860
    92   158      384.00        0.00    -1885.9090
    92   158      384.00        3.00    -1895.7299
    92   158      384.00        6.00    -1886.9100
    92   158      384.00        9.00    -1852.4070
    92   158      384.00       12.00    -1853.6480
    92   158      384.00       15.00    -1855.1780
    92   158      384.00       18.00    -1856.8470
    92   158      384.00       21.00    -1880.1440
    92   158      384.00       24.00    -1878.4130
    92   158      384.00       27.00    -1876.9010
    92   158      384.00       30.00    -1866.7740
    92   158      384.00       33.00    -1867.1940
    92   158      384.00       36.00    -1866.6630
    92   158      384.00       39.00    -1865.5480
    92   158      384.00       42.00    -1864.2730
    92   158      384.00       45.00    -1862.9250
    92   158      384.00       48.00    -1864.3000
    92   158      384.00       51.00    -1863.4010
    92   158      384.00       54.00    -1861.7730
    92   158      384.00       57.00    -1852.8900
    92   158      384.00       60.00    -1850.2680
    92   158      392.00        0.00    -1887.5610
    92   158      392.00        3.00    -1888.8790
    92   158      392.00        6.00    -1888.5620
    92   158      392.00        9.00    -1888.1020
    92   158      392.00       12.00    -1853.7320
    92   158      392.00       15.00    -1855.2520
    92   158      392.00       18.00    -1856.8860
    92   158      392.00       21.00    -1882.1400
    92   158      392.00       24.00    -1880.4570
    92   158      392.00       27.00    -1878.9570
    92   158      392.00       30.00    -1877.6190
    92   158      392.00       33.00    -1876.3960
    92   158      392.00       36.00    -1867.5620
    92   158      392.00       39.00    -1866.5310
    92   158      392.00       42.00    -1865.2020
    92   158      392.00       45.00    -1863.6720
    92   158      392.00       48.00    -1861.7820
    92   158      392.00       51.00    -1859.4670
    92   158      392.00       54.00    -1857.1150
    92   158      392.00       57.00    -1854.7550
    92   158      392.00       60.00    -1852.0630
    92   158      400.00        0.00    -1889.1290
    92   158      400.00        3.00    -1890.3660
    92   158      400.00        6.00    -1890.1180
    92   158      400.00        9.00    -1889.7450
    92   158      400.00       12.00    -1853.8060
    92   158      400.00       15.00    -1855.2930
    92   158      400.00       18.00    -1856.8550
    92   158      400.00       21.00    -1884.0110
    92   158      400.00       24.00    -1882.3710
    92   158      400.00       27.00    -1880.8650
    92   158      400.00       30.00    -1879.5390
    92   158      400.00       33.00    -1878.3120
    92   158      400.00       36.00    -1877.2840
    92   158      400.00       39.00    -1875.8050
    92   158      400.00       42.00    -1866.1990
    92   158      400.00       45.00    -1864.7880
    92   158      400.00       48.00    -1863.1030
    92   158      400.00       51.00    -1861.0120
    92   158      400.00       54.00    -1858.7520
    92   158      400.00       57.00    -1856.3760
    92   158      400.00       60.00    -1865.7290
    92   158      408.00        0.00    -1890.6830
    92   158      408.00        3.00    -1891.8400
    92   158      408.00        6.00    -1891.6600
    92   158      408.00        9.00    -1891.3620
    92   158      408.00       12.00    -1853.9550
    92   158      408.00       15.00    -1889.1310
    92   158      408.00       18.00    -1887.6020
    92   158      408.00       21.00    -1885.8690
    92   158      408.00       24.00    -1884.2840
    92   158      408.00       27.00    -1882.7780
    92   158      408.00       30.00    -1881.4690
    92   158      408.00       33.00    -1880.2570
    92   158      408.00       36.00    -1879.2430
    92   158      408.00       39.00    -1877.9550
    92   158      408.00       42.00    -1876.2070
    92   158      408.00       45.00    -1874.5400
    92   158      408.00       48.00    -1864.4920
    92   158      408.00       51.00    -1862.7940
    92   158      408.00       54.00    -1860.8030
    92   158      408.00       57.00    -1857.5050
    92   158      408.00       60.00    -1855.6240
    92   158      416.00        0.00    -1892.1760
    92   158      416.00        3.00    -1893.2780
    92   158      416.00        6.00    -1893.4520
    92   158      416.00        9.00    -1892.9040
    92   158      416.00       12.00    -1854.1460
    92   158      416.00       15.00    -1898.8068
    92   158      416.00       18.00    -1902.3874
    92   158      416.00       21.00    -1887.6870
    92   158      416.00       24.00    -1886.1630
    92   158      416.00       27.00    -1884.6590
    92   158      416.00       30.00    -1883.3560
    92   158      416.00       33.00    -1882.1520
    92   158      416.00       36.00    -1881.1360
    92   158      416.00       39.00    -1880.0180
    92   158      416.00       42.00    -1878.5010
    92   158      416.00       45.00    -1876.9600
    92   158      416.00       48.00    -1875.4100
    92   158      416.00       51.00    -1873.8480
    92   158      416.00       54.00    -1862.4020
    92   158      416.00       57.00    -1860.4190
    92   158      416.00       60.00    -1858.7690
    92   158      424.00        0.00    -1893.6140
    92   158      424.00        3.00    -1894.6360
    92   158      424.00        6.00    -1894.8830
    92   158      424.00        9.00    -1894.3870
    92   158      424.00       12.00    -1893.4410
    92   158      424.00       15.00    -1892.4650
    92   158      424.00       18.00    -1898.8743
    92   158      424.00       21.00    -1889.3890
    92   158      424.00       24.00    -1887.9130
    92   158      424.00       27.00    -1886.4080
    92   158      424.00       30.00    -1885.1040
    92   158      424.00       33.00    -1883.9100
    92   158      424.00       36.00    -1882.8360
    92   158      424.00       39.00    -1881.8750
    92   158      424.00       42.00    -1880.4120
    92   158      424.00       45.00    -1878.9050
    92   158      424.00       48.00    -1877.3770
    92   158      424.00       51.00    -1875.8030
    92   158      424.00       54.00    -1874.2910
    92   158      424.00       57.00    -1872.9350
    92   158      424.00       60.00    -1871.7050
    92   158      432.00        0.00    -1895.0660
    92   158      432.00        3.00    -1895.9960
    92   158      432.00        6.00    -1896.3090
    92   158      432.00        9.00    -1895.8830
    92   158      432.00       12.00    -1895.0350
    92   158      432.00       15.00    -1894.0720
    92   158      432.00       18.00    -1892.7950
    92   158      432.00       21.00    -1891.2370
    92   158      432.00       24.00    -1889.6650
    92   158      432.00       27.00    -1888.1700
    92   158      432.00       30.00    -1886.8580
    92   158      432.00       33.00    -1885.6730
    92   158      432.00       36.00    -1884.5730
    92   158      432.00       39.00    -1883.6900
    92   158      432.00       42.00    -1882.3660
    92   158      432.00       45.00    -1880.8510
    92   158      432.00       48.00    -1879.3330
    92   158      432.00       51.00    -1877.7640
    92   158      432.00       54.00    -1876.2010
    92   158      432.00       57.00    -1874.7590
    92   158      432.00       60.00    -1873.3910
    92   158      440.00        0.00    -1896.4820
    92   158      440.00        3.00    -1897.3350
    92   158      440.00        6.00    -1897.7120
    92   158      440.00        9.00    -1897.3390
    92   158      440.00       12.00    -1896.5830
    92   158      440.00       15.00    -1895.6320
    92   158      440.00       18.00    -1894.4670
    92   158      440.00       21.00    -1892.9640
    92   158      440.00       24.00    -1891.3990
    92   158      440.00       27.00    -1889.9480
    92   158      440.00       30.00    -1888.6540
    92   158      440.00       33.00    -1887.5000
    92   158      440.00       36.00    -1886.4220
    92   158      440.00       39.00    -1885.5790
    92   158      440.00       42.00    -1884.4360
    92   158      440.00       45.00    -1882.9850
    92   158      440.00       48.00    -1881.5060
    92   158      440.00       51.00    -1879.9960
    92   158      440.00       54.00    -1878.4420
    92   158      440.00       57.00    -1876.9540
    92   158      440.00       60.00    -1875.5860
    92   158      448.00        0.00    -1897.8300
    92   158      448.00        3.00    -1898.6190
    92   158      448.00        6.00    -1899.0450
    92   158      448.00        9.00    -1898.7100
    92   158      448.00       12.00    -1898.0450
    92   158      448.00       15.00    -1897.1310
    92   158      448.00       18.00    -1896.0800
    92   158      448.00       21.00    -1894.6220
    92   158      448.00       24.00    -1893.0650
    92   158      448.00       27.00    -1891.6460
    92   158      448.00       30.00    -1890.3470
    92   158      448.00       33.00    -1889.1990
    92   158      448.00       36.00    -1888.1270
    92   158      448.00       39.00    -1887.2460
    92   158      448.00       42.00    -1886.2690
    92   158      448.00       45.00    -1884.8990
    92   158      448.00       48.00    -1883.2510
    92   158      448.00       51.00    -1882.0300
    92   158      448.00       54.00    -1880.5430
    92   158      448.00       57.00    -1879.0850
    92   158      448.00       60.00    -1877.7460
    92   158      456.00        0.00    -1899.1220
    92   158      456.00        3.00    -1899.8230
    92   158      456.00        6.00    -1900.2990
    92   158      456.00        9.00    -1900.0160
    92   158      456.00       12.00    -1899.4310
    92   158      456.00       15.00    -1898.5170
    92   158      456.00       18.00    -1897.5710
    92   158      456.00       21.00    -1896.1530
    92   158      456.00       24.00    -1894.6030
    92   158      456.00       27.00    -1893.2170
    92   158      456.00       30.00    -1891.9040
    92   158      456.00       33.00    -1890.7600
    92   158      456.00       36.00    -1889.6950
    92   158      456.00       39.00    -1888.7500
    92   158      456.00       42.00    -1887.9140
    92   158      456.00       45.00    -1886.6280
    92   158      456.00       48.00    -1885.2160
    92   158      456.00       51.00    -1883.7970
    92   158      456.00       54.00    -1882.3260
    92   158      456.00       57.00    -1880.8360
    92   158      456.00       60.00    -1879.4270
    92   158      464.00        0.00    -1900.3820
    92   158      464.00        3.00    -1900.9970
    92   158      464.00        6.00    -1901.5170
    92   158      464.00        9.00    -1901.2840
    92   158      464.00       12.00    -1900.7750
    92   158      464.00       15.00    -1899.8540
    92   158      464.00       18.00    -1898.9670
    92   158      464.00       21.00    -1897.6400
    92   158      464.00       24.00    -1896.0970
    92   158      464.00       27.00    -1894.7480
    92   158      464.00       30.00    -1893.4240
    92   158      464.00       33.00    -1892.2750
    92   158      464.00       36.00    -1891.2180
    92   158      464.00       39.00    -1890.2320
    92   158      464.00       42.00    -1889.4690
    92   158      464.00       45.00    -1888.3130
    92   158      464.00       48.00    -1886.7950
    92   158      464.00       51.00    -1885.5050
    92   158      464.00       54.00    -1884.0560
    92   158      464.00       57.00    -1882.5520
    92   158      464.00       60.00    -1881.0880
    92   158      472.00        0.00    -1901.7630
    92   158      472.00        3.00    -1902.3020
    92   158      472.00        6.00    -1902.8730
    92   158      472.00        9.00    -1902.6690
    92   158      472.00       12.00    -1902.2350
    92   158      472.00       15.00    -1901.3340
    92   158      472.00       18.00    -1900.5880
    92   158      472.00       21.00    -1899.3230
    92   158      472.00       24.00    -1897.9020
    92   158      472.00       27.00    -1896.4990
    92   158      472.00       30.00    -1895.2040
    92   158      472.00       33.00    -1894.0730
    92   158      472.00       36.00    -1893.0460
    92   158      472.00       39.00    -1892.0840
    92   158      472.00       42.00    -1891.3780
    92   158      472.00       45.00    -1890.3900
    92   158      472.00       48.00    -1889.0340
    92   158      472.00       51.00    -1887.7600
    92   158      472.00       54.00    -1886.1570
    92   158      472.00       57.00    -1884.7670
    92   158      472.00       60.00    -1883.3850
    92   158      480.00        0.00    -1902.9530
    92   158      480.00        3.00    -1903.2010
    92   158      480.00        6.00    -1904.0180
    92   158      480.00        9.00    -1903.8600
    92   158      480.00       12.00    -1903.4930
    92   158      480.00       15.00    -1902.5730
    92   158      480.00       18.00    -1901.9490
    92   158      480.00       21.00    -1900.7330
    92   158      480.00       24.00    -1899.0730
    92   158      480.00       27.00    -1897.9480
    92   158      480.00       30.00    -1896.6560
    92   158      480.00       33.00    -1895.5130
    92   158      480.00       36.00    -1894.4910
    92   158      480.00       39.00    -1893.5330
    92   158      480.00       42.00    -1892.7930
    92   158      480.00       45.00    -1891.9420
    92   158      480.00       48.00    -1890.7060
    92   158      480.00       51.00    -1889.2230
    92   158      480.00       54.00    -1887.8230
    92   158      480.00       57.00    -1886.4390
    92   158      480.00       60.00    -1885.0430
    92   158      488.00        0.00    -1904.1170
    92   158      488.00        3.00    -1904.3480
    92   158      488.00        6.00    -1905.1320
    92   158      488.00        9.00    -1905.0200
    92   158      488.00       12.00    -1904.7140
    92   158      488.00       15.00    -1903.8670
    92   158      488.00       18.00    -1903.2600
    92   158      488.00       21.00    -1902.1060
    92   158      488.00       24.00    -1900.7690
    92   158      488.00       27.00    -1899.3570
    92   158      488.00       30.00    -1898.0730
    92   158      488.00       33.00    -1896.9190
    92   158      488.00       36.00    -1895.8980
    92   158      488.00       39.00    -1894.9440
    92   158      488.00       42.00    -1894.1420
    92   158      488.00       45.00    -1893.4170
    92   158      488.00       48.00    -1892.2900
    92   158      488.00       51.00    -1890.8640
    92   158      488.00       54.00    -1889.4460
    92   158      488.00       57.00    -1888.0660
    92   158      488.00       60.00    -1886.6650
    92   158      496.00        0.00    -1905.2550
    92   158      496.00        3.00    -1905.4680
    92   158      496.00        6.00    -1906.2180
    92   158      496.00        9.00    -1906.1510
    92   158      496.00       12.00    -1905.9030
    92   158      496.00       15.00    -1905.1270
    92   158      496.00       18.00    -1904.5260
    92   158      496.00       21.00    -1903.4420
    92   158      496.00       24.00    -1901.9010
    92   158      496.00       27.00    -1900.7270
    92   158      496.00       30.00    -1899.4640
    92   158      496.00       33.00    -1898.2930
    92   158      496.00       36.00    -1897.2690
    92   158      496.00       39.00    -1896.3190
    92   158      496.00       42.00    -1895.4360
    92   158      496.00       45.00    -1894.8150
    92   158      496.00       48.00    -1893.8060
    92   158      496.00       51.00    -1892.5480
    92   158      496.00       54.00    -1891.2380
    92   158      496.00       57.00    -1889.6470
    92   158      496.00       60.00    -1888.2500
    92   158      504.00        0.00    -1906.3660
    92   158      504.00        3.00    -1906.5660
    92   158      504.00        6.00    -1907.2760
    92   158      504.00        9.00    -1907.2540
    92   158      504.00       12.00    -1907.0590
    92   158      504.00       15.00    -1906.3500
    92   158      504.00       18.00    -1905.7490
    92   158      504.00       21.00    -1904.7420
    92   158      504.00       24.00    -1903.4610
    92   158      504.00       27.00    -1902.0600
    92   158      504.00       30.00    -1900.8230
    92   158      504.00       33.00    -1899.6350
    92   158      504.00       36.00    -1898.6050
    92   158      504.00       39.00    -1897.6600
    92   158      504.00       42.00    -1896.7720
    92   158      504.00       45.00    -1896.1420
    92   158      504.00       48.00    -1895.2540
    92   158      504.00       51.00    -1894.0330
    92   158      504.00       54.00    -1892.5800
    92   158      504.00       57.00    -1891.4400
    92   158      504.00       60.00    -1890.0610
    92   158      512.00        0.00    -1907.5020
    92   158      512.00        3.00    -1907.6890
    92   158      512.00        6.00    -1908.3460
    92   158      512.00        9.00    -1908.3720
    92   158      512.00       12.00    -1908.2300
    92   158      512.00       15.00    -1907.5880
    92   158      512.00       18.00    -1906.9860
    92   158      512.00       21.00    -1906.0610
    92   158      512.00       24.00    -1904.8130
    92   158      512.00       27.00    -1903.4140
    92   158      512.00       30.00    -1902.2110
    92   158      512.00       33.00    -1901.0150
    92   158      512.00       36.00    -1899.9750
    92   158      512.00       39.00    -1899.0340
    92   158      512.00       42.00    -1898.1480
    92   158      512.00       45.00    -1897.4770
    92   158      512.00       48.00    -1896.7070
    92   158      512.00       51.00    -1895.5800
    92   158      512.00       54.00    -1894.1800
    92   158      512.00       57.00    -1892.7690
    92   158      512.00       60.00    -1891.3730
    92   158      520.00        0.00    -1908.5890
    92   158      520.00        3.00    -1908.7640
    92   158      520.00        6.00    -1909.3870
    92   158      520.00        9.00    -1909.4440
    92   158      520.00       12.00    -1909.3500
    92   158      520.00       15.00    -1908.7760
    92   158      520.00       18.00    -1908.2070
    92   158      520.00       21.00    -1907.3630
    92   158      520.00       24.00    -1906.1620
    92   158      520.00       27.00    -1904.8610
    92   158      520.00       30.00    -1903.5940
    92   158      520.00       33.00    -1902.4010
    92   158      520.00       36.00    -1901.3530
    92   158      520.00       39.00    -1900.4120
    92   158      520.00       42.00    -1899.5290
    92   158      520.00       45.00    -1898.7840
    92   158      520.00       48.00    -1898.1310
    92   158      520.00       51.00    -1897.1270
    92   158      520.00       54.00    -1895.9170
    92   158      520.00       57.00    -1894.4510
    92   158      520.00       60.00    -1893.1130
    92   158      528.00        0.00    -1909.7560
    92   158      528.00        3.00    -1909.9190
    92   158      528.00        6.00    -1910.4800
    92   158      528.00        9.00    -1910.5830
    92   158      528.00       12.00    -1910.5340
