 #  Z     N         Q_20        Q_30       BE_LN
    92   158      528.00       15.00    -1910.0270
    92   158      528.00       18.00    -1909.4740
    92   158      528.00       21.00    -1908.6750
    92   158      528.00       24.00    -1907.5610
    92   158      528.00       27.00    -1906.3250
    92   158      528.00       30.00    -1905.0340
    92   158      528.00       33.00    -1903.8660
    92   158      528.00       36.00    -1902.8240
    92   158      528.00       39.00    -1901.9000
    92   158      528.00       42.00    -1901.0330
    92   158      528.00       45.00    -1900.2180
    92   158      528.00       48.00    -1899.6640
    92   158      528.00       51.00    -1898.7930
    92   158      528.00       54.00    -1897.6420
    92   158      528.00       57.00    -1896.2740
    92   158      528.00       60.00    -1894.9660
    92   158      536.00        0.00    -1910.7700
    92   158      536.00        3.00    -1910.9240
    92   158      536.00        6.00    -1911.4290
    92   158      536.00        9.00    -1911.5740
    92   158      536.00       12.00    -1911.5650
    92   158      536.00       15.00    -1911.1120
    92   158      536.00       18.00    -1910.5460
    92   158      536.00       21.00    -1909.8410
    92   158      536.00       24.00    -1908.7590
    92   158      536.00       27.00    -1907.5510
    92   158      536.00       30.00    -1906.2600
    92   158      536.00       33.00    -1905.1020
    92   158      536.00       36.00    -1904.0430
    92   158      536.00       39.00    -1903.1150
    92   158      536.00       42.00    -1902.2520
    92   158      536.00       45.00    -1901.4360
    92   158      536.00       48.00    -1900.8560
    92   158      536.00       51.00    -1900.0930
    92   158      536.00       54.00    -1899.0270
    92   158      536.00       57.00    -1897.8370
    92   158      536.00       60.00    -1896.3870
    92   158      544.00        0.00    -1911.7630
    92   158      544.00        3.00    -1911.9060
    92   158      544.00        6.00    -1912.3550
    92   158      544.00        9.00    -1912.5420
    92   158      544.00       12.00    -1912.5680
    92   158      544.00       15.00    -1912.1680
    92   158      544.00       18.00    -1911.5850
    92   158      544.00       21.00    -1910.9670
    92   158      544.00       24.00    -1909.9280
    92   158      544.00       27.00    -1908.5160
    92   158      544.00       30.00    -1907.4540
    92   158      544.00       33.00    -1906.3150
    92   158      544.00       36.00    -1905.2400
    92   158      544.00       39.00    -1904.3020
    92   158      544.00       42.00    -1903.4420
    92   158      544.00       45.00    -1902.6270
    92   158      544.00       48.00    -1901.9940
    92   158      544.00       51.00    -1901.3300
    92   158      544.00       54.00    -1900.3550
    92   158      544.00       57.00    -1899.1320
    92   158      544.00       60.00    -1897.7800
    92   158      552.00        0.00    -1912.8090
    92   158      552.00        3.00    -1912.9460
    92   158      552.00        6.00    -1913.3650
    92   158      552.00        9.00    -1913.5580
    92   158      552.00       12.00    -1913.6250
    92   158      552.00       15.00    -1913.2790
    92   158      552.00       18.00    -1912.7050
    92   158      552.00       21.00    -1912.1820
    92   158      552.00       24.00    -1911.2070
    92   158      552.00       27.00    -1910.0570
    92   158      552.00       30.00    -1908.7720
    92   158      552.00       33.00    -1907.6680
    92   158      552.00       36.00    -1906.5920
    92   158      552.00       39.00    -1905.6520
    92   158      552.00       42.00    -1904.7960
    92   158      552.00       45.00    -1903.9850
    92   158      552.00       48.00    -1903.3290
    92   158      552.00       51.00    -1902.7570
    92   158      552.00       54.00    -1901.8770
    92   158      552.00       57.00    -1900.7550
    92   158      552.00       60.00    -1899.5960
    92   158      560.00        0.00    -1913.7850
    92   158      560.00        3.00    -1913.9130
    92   158      560.00        6.00    -1914.2760
    92   158      560.00        9.00    -1914.5090
    92   158      560.00       12.00    -1914.6110
    92   158      560.00       15.00    -1914.3150
    92   158      560.00       18.00    -1913.7370
    92   158      560.00       21.00    -1913.2910
    92   158      560.00       24.00    -1912.3770
    92   158      560.00       27.00    -1911.2540
    92   158      560.00       30.00    -1909.9730
    92   158      560.00       33.00    -1908.8960
    92   158      560.00       36.00    -1907.8170
    92   158      560.00       39.00    -1906.8660
    92   158      560.00       42.00    -1906.0130
    92   158      560.00       45.00    -1905.2110
    92   158      560.00       48.00    -1904.4760
    92   158      560.00       51.00    -1904.0080
    92   158      560.00       54.00    -1903.2440
    92   158      560.00       57.00    -1902.2240
    92   158      560.00       60.00    -1900.9960
    92   158      568.00        0.00    -1914.7130
    92   158      568.00        3.00    -1914.8350
    92   158      568.00        6.00    -1915.0920
    92   158      568.00        9.00    -1915.4080
    92   158      568.00       12.00    -1915.5410
    92   158      568.00       15.00    -1915.2890
    92   158      568.00       18.00    -1914.6870
    92   158      568.00       21.00    -1914.3150
    92   158      568.00       24.00    -1913.4600
    92   158      568.00       27.00    -1912.3640
    92   158      568.00       30.00    -1911.2070
    92   158      568.00       33.00    -1910.0320
    92   158      568.00       36.00    -1908.9520
    92   158      568.00       39.00    -1907.9860
    92   158      568.00       42.00    -1907.1290
    92   158      568.00       45.00    -1906.3300
    92   158      568.00       48.00    -1905.5710
    92   158      568.00       51.00    -1905.0960
    92   158      568.00       54.00    -1904.4280
    92   158      568.00       57.00    -1903.4860
    92   158      568.00       60.00    -1902.4030
    92   158      576.00        0.00    -1915.6210
    92   158      576.00        3.00    -1915.7360
    92   158      576.00        6.00    -1916.0060
    92   158      576.00        9.00    -1916.2870
    92   158      576.00       12.00    -1916.4480
    92   158      576.00       15.00    -1916.2380
    92   158      576.00       18.00    -1915.1880
    92   158      576.00       21.00    -1915.3060
    92   158      576.00       24.00    -1914.5110
    92   158      576.00       27.00    -1913.4470
    92   158      576.00       30.00    -1912.3260
    92   158      576.00       33.00    -1911.1400
    92   158      576.00       36.00    -1910.0670
    92   158      576.00       39.00    -1909.0840
    92   158      576.00       42.00    -1908.2210
    92   158      576.00       45.00    -1907.4240
    92   158      576.00       48.00    -1906.6660
    92   158      576.00       51.00    -1906.1390
    92   158      576.00       54.00    -1905.5580
    92   158      576.00       57.00    -1904.7000
    92   158      576.00       60.00    -1903.6360
    92   158      584.00        0.00    -1916.5110
    92   158      584.00        3.00    -1916.6190
    92   158      584.00        6.00    -1916.8850
    92   158      584.00        9.00    -1917.1430
    92   158      584.00       12.00    -1917.3310
    92   158      584.00       15.00    -1917.1600
    92   158      584.00       18.00    -1916.6410
    92   158      584.00       21.00    -1916.2670
    92   158      584.00       24.00    -1915.4910
    92   158      584.00       27.00    -1914.5060
    92   158      584.00       30.00    -1913.4080
    92   158      584.00       33.00    -1912.2210
    92   158      584.00       36.00    -1911.1640
    92   158      584.00       39.00    -1910.1630
    92   158      584.00       42.00    -1909.2900
    92   158      584.00       45.00    -1908.4930
    92   158      584.00       48.00    -1907.7370
    92   158      584.00       51.00    -1907.1380
    92   158      584.00       54.00    -1906.6350
    92   158      584.00       57.00    -1905.8640
    92   158      584.00       60.00    -1904.8640
    92   158      592.00        0.00    -1917.4780
    92   158      592.00        3.00    -1917.5810
    92   158      592.00        6.00    -1917.8360
    92   158      592.00        9.00    -1918.0026
    92   158      592.00       12.00    -1918.2910
    92   158      592.00       15.00    -1918.1620
    92   158      592.00       18.00    -1917.7010
    92   158      592.00       21.00    -1917.3680
    92   158      592.00       24.00    -1916.6790
    92   158      592.00       27.00    -1915.7350
    92   158      592.00       30.00    -1914.6730
    92   158      592.00       33.00    -1913.4910
    92   158      592.00       36.00    -1912.4720
    92   158      592.00       39.00    -1911.4780
    92   158      592.00       42.00    -1910.6080
    92   158      592.00       45.00    -1909.8210
    92   158      592.00       48.00    -1909.0770
    92   158      592.00       51.00    -1908.3700
    92   158      592.00       54.00    -1907.9680
    92   158      592.00       57.00    -1907.3050
    92   158      592.00       60.00    -1906.4030
    92   158      600.00        0.00    -1918.3290
    92   158      600.00        3.00    -1918.4280
    92   158      600.00        6.00    -1918.6750
    92   158      600.00        9.00    -1918.8950
    92   158      600.00       12.00    -1919.1340
    92   158      600.00       15.00    -1919.0410
    92   158      600.00       18.00    -1918.6230
    92   158      600.00       21.00    -1918.2780
    92   158      600.00       24.00    -1917.6600
    92   158      600.00       27.00    -1916.7480
    92   158      600.00       30.00    -1915.7050
    92   158      600.00       33.00    -1914.5240
    92   158      600.00       36.00    -1913.5250
    92   158      600.00       39.00    -1912.5220
    92   158      600.00       42.00    -1911.6370
    92   158      600.00       45.00    -1910.8470
    92   158      600.00       48.00    -1910.1050
    92   158      600.00       51.00    -1909.4010
    92   158      600.00       54.00    -1908.9520
    92   158      600.00       57.00    -1908.3710
    92   158      600.00       60.00    -1907.5450
