Q20	Q30
2.600000000000000000e+01,1.000000000000000000e+00
3.120018396584083575e+01,1.451748675437239733e+00
3.634451069963625258e+01,2.333807382531133623e+00
4.153595715731145788e+01,2.885640305903194314e+00
4.674534632154698954e+01,3.287505589231037639e+00
5.197413608622776593e+01,3.512278321034468132e+00
5.721312636178017641e+01,3.362269485622904064e+00
6.242293047252513816e+01,2.748588030062524279e+00
6.753135579055987137e+01,1.509455911951317342e+00
7.265189975004507517e+01,2.591847481431134859e-01
7.793009713551253981e+01,4.973178493770148423e-01
8.321278708277449709e+01,6.540365955650766505e-01
8.849257750574217596e+01,2.640820777265808772e-01
9.379112821392692467e+01,-9.825521883150500034e-04
9.909749647383799243e+01,-3.144560222202907786e-04
1.044164938993317122e+02,1.300796964188680738e-01
1.097200213693259059e+02,7.666491472911917127e-01
1.149599033090257194e+02,1.855353876551887327e+00
1.201472262027285041e+02,3.245091294601012422e+00
1.253010356526735052e+02,4.795977152473148486e+00
1.303570473096872604e+02,6.675488751621392325e+00
1.354446918019993689e+02,8.497457097573274609e+00
1.406865138109897657e+02,9.872544851119203102e+00
1.460183270273468565e+02,1.090020652104171184e+01
1.514148025743580490e+02,1.159841971551033346e+01
1.568275278232007679e+02,1.219883550707947073e+01
1.622440107627818691e+02,1.277976577676748704e+01
1.676711593693512725e+02,1.327219109880031667e+01
1.730847943064441949e+02,1.393382393457366675e+01
1.784600771655996994e+02,1.488048101310825899e+01
1.838247019510119173e+02,1.588374974149032148e+01
1.892025490277291908e+02,1.682615587077481578e+01
