#    Z      N      Q20        Q30        BE           E0           M22          M32          M33         
    92    140    128.000     54.000  -1702.75858      2.10588      0.11540     -0.22410      0.62870
    92    140    128.000     57.000  -1701.50412      1.71015      0.04702     -0.02934      0.13570
    92    140    128.000     60.000  -1698.38593      1.63268      0.06014     -0.04353      0.17710
    92    140    136.000      0.000  -1742.80220      1.81783      0.03594      0.00000      0.02155
    92    140    136.000      3.000  -1743.48274      1.75848      0.03313     -0.00273      0.02116
    92    140    136.000      6.000  -1746.07915      1.55440      0.04019     -0.00514      0.02638
    92    140    136.000      9.000  -1748.75705      1.48926      0.05304     -0.01582      0.03248
    92    140    136.000     12.000  -1750.07374      1.52867      0.06033     -0.02649      0.03486
    92    140    136.000     15.000  -1748.81419      1.50669      0.06328     -0.03207      0.04697
    92    140    136.000     18.000  -1746.04395      1.39314      0.06747     -0.03888      0.05355
    92    140    136.000     21.000  -1742.26738      1.31711      0.06644     -0.04461      0.05501
    92    140    136.000     24.000  -1736.67388      1.40825      0.05185     -0.03759      0.04991
    92    140    136.000     27.000  -1730.59461      1.64359      0.04348     -0.02713      0.03988
    92    140    136.000     30.000  -1725.00775      1.45638      0.06063     -0.03925      0.04948
    92    140    136.000     33.000  -1721.50891      1.51149      0.04012     -0.03513      0.06158
    92    140    136.000     36.000  -1719.03132      1.58073      0.04525     -0.04226      0.08653
    92    140    136.000     39.000  -1716.50009      1.53545      0.04223     -0.02745      0.05955
    92    140    136.000     42.000  -1714.25600      1.22123      0.04067     -0.03800      0.10030
    92    140    136.000     45.000  -1712.96638      1.17832      0.04725     -0.03110      0.08200
    92    140    136.000     48.000  -1709.62300      1.12068      0.06601     -0.04800      0.10590
    92    140    136.000     51.000  -1701.84530      0.77334      0.04252     -0.07625      0.23890
    92    140    136.000     54.000  -1703.70479      0.81872      0.08856     -0.19050      0.54040
    92    140    136.000     57.000  -1704.20391      0.79886      0.11410     -0.22130      0.63270
    92    140    136.000     60.000  -1702.32666      1.54361      0.05436     -0.06397      0.22560
    92    140    144.000      0.000  -1742.48848      1.77065      0.03267     -0.00000      0.02294
    92    140    144.000      3.000  -1742.83333      1.73872      0.03639     -0.00326      0.02143
    92    140    144.000      6.000  -1745.14577      1.65757      0.03043     -0.00038      0.02569
    92    140    144.000      9.000  -1748.21701      1.56227      0.06027     -0.01757      0.03963
    92    140    144.000     12.000  -1750.37757      1.54517      0.06741     -0.02638      0.03451
    92    140    144.000     15.000  -1750.30351      1.56133      0.07119     -0.02843      0.03513
    92    140    144.000     18.000  -1748.26373      1.48892      0.07189     -0.03245      0.04590
    92    140    144.000     21.000  -1744.77592      1.41053      0.07011     -0.03735      0.05073
    92    140    144.000     24.000  -1739.98055      1.35572      0.05878     -0.03726      0.04930
    92    140    144.000     27.000  -1734.04226      1.45823      0.04975     -0.02962      0.04231
    92    140    144.000     30.000  -1728.36240      1.40375      0.05245     -0.03304      0.04668
    92    140    144.000     33.000  -1723.35519      1.47915      0.05724     -0.03779      0.04974
    92    140    144.000     36.000  -1720.40107      1.63642      0.04594     -0.04228      0.07429
    92    140    144.000     39.000  -1718.15362      1.63934      0.03783     -0.02977      0.06005
    92    140    144.000     42.000  -1715.09172      1.59986      0.03980     -0.01904      0.04646
    92    140    144.000     45.000  -1712.94294      1.19830      0.03785     -0.03157      0.08522
    92    140    144.000     48.000  -1711.18492      1.20552      0.04243     -0.02351      0.07764
    92    140    144.000     51.000  -1707.45158      1.10250      0.06690     -0.04913      0.12190
    92    140    144.000     54.000  -1704.57969      0.67782      0.05015     -0.10070      0.30230
    92    140    144.000     57.000  -1705.24888      0.67834      0.07076     -0.14780      0.42530
    92    140    144.000     60.000  -1704.31930      0.66653      0.08335     -0.16100      0.46930
    92    140    152.000      0.000  -1742.34139      1.72499      0.02709     -0.00000      0.02406
    92    140    152.000      3.000  -1742.92556      1.70775      0.02612     -0.00077      0.02145
    92    140    152.000      6.000  -1744.42875      1.69907      0.02409      0.00016      0.02174
    92    140    152.000      9.000  -1747.08532      1.62170      0.04688     -0.00975      0.03947
    92    140    152.000     12.000  -1750.01464      1.58114      0.07177     -0.02560      0.04568
    92    140    152.000     15.000  -1751.15796      1.58974      0.06108     -0.02247      0.02804
    92    140    152.000     18.000  -1750.27039      1.54252      0.06370     -0.02602      0.03564
    92    140    152.000     21.000  -1747.32648      1.51073      0.04945     -0.02557      0.03829
    92    140    152.000     24.000  -1743.05673      1.50127      0.04732     -0.02803      0.04197
    92    140    152.000     27.000  -1737.63493      1.47656      0.04320     -0.02622      0.04010
    92    140    152.000     30.000  -1731.95600      1.31524      0.05379     -0.03328      0.05006
    92    140    152.000     33.000  -1726.26938      1.37141      0.05232     -0.03603      0.05064
    92    140    152.000     36.000  -1721.90594      1.52250      0.04494     -0.03415      0.05670
    92    140    152.000     39.000  -1719.88738      1.67049      0.05084     -0.03958      0.06317
    92    140    152.000     42.000  -1717.20007      1.67665      0.03364     -0.02099      0.03993
    92    140    152.000     45.000  -1713.77830      1.62990      0.03326     -0.01212      0.04527
    92    140    152.000     48.000  -1711.44161      1.14762      0.03481     -0.02754      0.07716
    92    140    152.000     51.000  -1708.92420      1.25872      0.03972     -0.03503      0.09249
    92    140    152.000     54.000  -1715.22794      1.31181      0.03952      0.00839      0.08636
    92    140    152.000     57.000  -1711.13984      1.16685      0.04023     -0.01741      0.09387
    92    140    152.000     60.000  -1704.86715      0.75831      0.05696      0.00513      0.12620
    92    140    160.000     -0.000  -1742.36790      1.65151      0.01908     -0.00000      0.02081
    92    140    160.000      3.000  -1743.31619      1.64475      0.01921      0.00114      0.02134
    92    140    160.000      6.000  -1744.46008      1.67561      0.02337      0.00109      0.02160
    92    140    160.000      9.000  -1745.81320      1.63987      0.02921      0.00144      0.03230
    92    140    160.000     12.000  -1749.12113      1.61209      0.06931     -0.02370      0.05408
    92    140    160.000     15.000  -1751.18572      1.57450      0.05488     -0.01907      0.02756
    92    140    160.000     18.000  -1751.53575      1.54937      0.06054     -0.02374      0.03114
    92    140    160.000     21.000  -1749.28943      1.47791      0.03849     -0.02084      0.03400
    92    140    160.000     24.000  -1745.42101      1.43785      0.03523     -0.02762      0.04417
    92    140    160.000     27.000  -1740.75546      1.39327      0.03315     -0.02727      0.04669
    92    140    160.000     30.000  -1735.36606      1.31194      0.03315     -0.02488      0.04511
    92    140    160.000     33.000  -1729.68310      1.28088      0.04554     -0.03102      0.05000
    92    140    160.000     36.000  -1724.11597      1.40734      0.04561     -0.03593      0.05499
    92    140    160.000     39.000  -1721.48247      1.71468      0.03861     -0.02924      0.05051
    92    140    160.000     42.000  -1719.10101      1.70287      0.05479     -0.03806      0.05279
    92    140    160.000     45.000  -1715.57783      1.68598      0.03309     -0.01722      0.03351
    92    140    160.000     48.000  -1712.00580      1.60353      0.02827     -0.00806      0.04322
    92    140    160.000     51.000  -1709.04847      1.11760      0.03034     -0.02617      0.07261
    92    140    160.000     57.000  -1714.56486      1.95969      0.04261     -0.02296      0.13680
    92    140    160.000     60.000  -1709.25784      0.70022      0.06512     -0.05988      0.24740
    92    140    168.000      0.000  -1742.78733      1.61561      0.02087      0.00000      0.01694
    92    140    168.000      3.000  -1743.69554      1.59623      0.02387     -0.00017      0.02140
    92    140    168.000      6.000  -1744.85210      1.64203      0.03271     -0.00045      0.02272
    92    140    168.000      9.000  -1745.29706      1.65817      0.03344     -0.00364      0.02145
    92    140    168.000     12.000  -1748.05673      1.57535      0.05793     -0.01779      0.05339
    92    140    168.000     15.000  -1750.62756      1.55057      0.05379     -0.01516      0.03204
    92    140    168.000     18.000  -1752.01619      1.51441      0.05571     -0.02141      0.02828
    92    140    168.000     21.000  -1750.93554      1.45343      0.04078     -0.02061      0.03325
    92    140    168.000     24.000  -1746.96716      1.40271      0.03914     -0.02850      0.03964
    92    140    168.000     27.000  -1743.29434      1.27544      0.03710     -0.03392      0.05504
    92    140    168.000     30.000  -1738.34510      1.22010      0.02967     -0.02559      0.04533
    92    140    168.000     33.000  -1733.02971      1.21933      0.03152     -0.02596      0.04753
    92    140    168.000     36.000  -1727.16585      1.27698      0.03425     -0.02556      0.04688
    92    140    168.000     39.000  -1722.79110      1.56133      0.03173     -0.02830      0.05504
    92    140    168.000     42.000  -1721.02682      1.78472      0.04310     -0.03132      0.04810
    92    140    168.000     45.000  -1717.61700      1.72670      0.05345     -0.03735      0.05347
    92    140    168.000     48.000  -1713.40818      1.63306      0.03045     -0.01373      0.03609
    92    140    168.000     51.000  -1709.56110      1.59331      0.02255     -0.00699      0.04014
    92    140    168.000     57.000  -1715.99896      1.20046      0.03974     -0.05243      0.17500
    92    140    168.000     60.000  -1712.86481      0.80696      0.06105     -0.09437      0.28820
    92    140    176.000     -0.000  -1743.94958      1.58986      0.01859      0.00000      0.01632
    92    140    176.000      3.000  -1744.34650      1.59180      0.02055      0.00024      0.02040
    92    140    176.000      6.000  -1745.51197      1.60381      0.02490     -0.00051      0.02136
    92    140    176.000      9.000  -1746.13371      1.63319      0.02720     -0.00413      0.01717
    92    140    176.000     12.000  -1747.06351      1.53710      0.04152     -0.00891      0.04462
    92    140    176.000     15.000  -1749.91325      1.50676      0.05749     -0.01474      0.03928
    92    140    176.000     18.000  -1751.86162      1.45236      0.04627     -0.01811      0.02679
    92    140    176.000     21.000  -1752.15931      1.42688      0.04335     -0.02111      0.03221
    92    140    176.000     24.000  -1748.76064      1.42794      0.03396     -0.02009      0.03230
    92    140    176.000     27.000  -1745.52994      1.30081      0.03402     -0.02657      0.04056
    92    140    176.000     30.000  -1741.74235      1.16212      0.03605     -0.03272      0.05240
    92    140    176.000     33.000  -1736.62842      1.19064      0.02787     -0.02375      0.04344
    92    140    176.000     36.000  -1731.01158      1.13345      0.02934     -0.02502      0.04704
    92    140    176.000     39.000  -1725.32295      1.33557      0.03405     -0.03693      0.06786
    92    140    176.000     42.000  -1723.02620      1.68335      0.03390     -0.02371      0.04189
    92    140    176.000     45.000  -1720.69800      1.77162      0.04153     -0.03248      0.05365
    92    140    176.000     48.000  -1716.57049      1.66074      0.04751     -0.03293      0.05185
    92    140    176.000     51.000  -1712.20939      1.54960      0.03131     -0.01731      0.04622
    92    140    176.000     54.000  -1708.64410      1.64039      0.01948     -0.00901      0.03663
    92    140    176.000     57.000  -1718.43996      1.05583      0.03747     -0.06345      0.18880
    92    140    176.000     60.000  -1717.13070      1.03397      0.04275     -0.06916      0.20280
    92    140    184.000     -0.000  -1745.08552      1.54821      0.02179      0.00000      0.01531
    92    140    184.000      3.000  -1745.18837      1.55751      0.02280      0.00004      0.01743
    92    140    184.000      6.000  -1745.95129      1.56726      0.02509     -0.00349      0.01987
    92    140    184.000      9.000  -1746.87836      1.57064      0.03186     -0.00494      0.01620
    92    140    184.000     12.000  -1746.97205      1.55211      0.04080     -0.00924      0.01727
    92    140    184.000     15.000  -1749.18840      1.43761      0.05650     -0.01390      0.04349
    92    140    184.000     18.000  -1751.37958      1.37986      0.03622     -0.01377      0.02581
    92    140    184.000     21.000  -1752.77094      1.43078      0.03884     -0.01830      0.02929
    92    140    184.000     24.000  -1750.67729      1.33603      0.02939     -0.01812      0.03315
    92    140    184.000     27.000  -1747.40612      1.31785      0.03335     -0.01965      0.02835
    92    140    184.000     30.000  -1744.68559      1.11700      0.03770     -0.02821      0.04093
    92    140    184.000     33.000  -1740.38225      1.05188      0.03819     -0.03174      0.04932
    92    140    184.000     36.000  -1734.97355      1.07850      0.02989     -0.02395      0.04388
    92    140    184.000     39.000  -1729.15287      1.08160      0.02859     -0.02524      0.04869
    92    140    184.000     42.000  -1724.42732      1.32737      0.03245     -0.02951      0.05378
    92    140    184.000     45.000  -1722.97439      1.67666      0.03949     -0.03211      0.05316
    92    140    184.000     48.000  -1720.03779      1.73237      0.04214     -0.03530      0.06275
    92    140    184.000     51.000  -1715.56441      1.63078      0.04089     -0.03108      0.05718
    92    140    184.000     54.000  -1711.39132      1.54072      0.02327     -0.01250      0.04187
    92    140    184.000     57.000  -1708.00026      1.58438      0.01880     -0.01013      0.03661
    92    140    184.000     60.000  -1720.33557      0.97683      0.03358     -0.05609      0.16620
    92    140    192.000      0.000  -1746.54294      1.47875      0.02383     -0.00000      0.01627
    92    140    192.000      3.000  -1746.47949      1.48659      0.02305     -0.00094      0.01646
    92    140    192.000      6.000  -1746.56272      1.47087      0.02413     -0.00343      0.01732
    92    140    192.000      9.000  -1747.16275      1.48647      0.03538     -0.00658      0.01961
    92    140    192.000     12.000  -1747.55749      1.47320      0.04998     -0.01112      0.01770
    92    140    192.000     15.000  -1748.45562      1.33211      0.05085     -0.01106      0.04282
    92    140    192.000     18.000  -1750.81029      1.31493      0.03143     -0.00968      0.02621
    92    140    192.000     21.000  -1752.68204      1.43182      0.03023     -0.01386      0.02638
    92    140    192.000     24.000  -1751.98783      1.34725      0.02827     -0.01702      0.03397
    92    140    192.000     27.000  -1748.86803      1.32628      0.03106     -0.01443      0.02668
    92    140    192.000     30.000  -1746.80660      1.11785      0.04765     -0.02909      0.03472
    92    140    192.000     33.000  -1743.40216      0.93711      0.04342     -0.03150      0.04577
    92    140    192.000     36.000  -1738.43647      0.95835      0.03915     -0.02966      0.04824
    92    140    192.000     39.000  -1732.67458      0.96126      0.03098     -0.02359      0.04615
    92    140    192.000     42.000  -1726.75274      1.14950      0.03210     -0.03253      0.06538
    92    140    192.000     45.000  -1723.88847      1.19288      0.03441     -0.02438      0.04929
    92    140    192.000     48.000  -1721.83694      1.59463      0.04341     -0.03878      0.06631
    92    140    192.000     51.000  -1718.01230      1.63572      0.03968     -0.03470      0.06774
    92    140    192.000     54.000  -1712.90701      1.50767      0.03558     -0.02905      0.05865
    92    140    192.000     57.000  -1723.00829      1.05022      0.03730     -0.06890      0.17630
    92    140    192.000     60.000  -1721.62724      0.90403      0.01973     -0.02670      0.07990
    92    140    200.000     -0.000  -1747.88454      1.42504      0.02647      0.00000      0.01985
    92    140    200.000      3.000  -1747.74300      1.42850      0.02711     -0.00145      0.01613
    92    140    200.000      6.000  -1747.27783      1.39731      0.03030     -0.00305      0.01705
    92    140    200.000      9.000  -1747.28844      1.37726      0.02901     -0.00660      0.02200
    92    140    200.000     12.000  -1747.76547      1.33472      0.04344     -0.01005      0.01919
    92    140    200.000     15.000  -1747.73935      1.20370      0.03649     -0.00476      0.04045
    92    140    200.000     18.000  -1750.26618      1.30497      0.03353     -0.00847      0.02782
    92    140    200.000     21.000  -1752.24231      1.36123      0.02466     -0.01030      0.02418
    92    140    200.000     24.000  -1752.66866      1.39034      0.02455     -0.01374      0.03043
    92    140    200.000     27.000  -1750.22991      1.28801      0.02340     -0.01124      0.02707
    92    140    200.000     30.000  -1748.36477      1.07708      0.05004     -0.02844      0.03312
    92    140    200.000     33.000  -1745.90909      0.89643      0.05800     -0.03840      0.04713
    92    140    200.000     36.000  -1741.62613      0.83858      0.04582     -0.03289      0.05157
    92    140    200.000     39.000  -1736.12063      0.88001      0.03760     -0.02660      0.04891
    92    140    200.000     42.000  -1730.09586      0.96471      0.03236     -0.02409      0.05014
    92    140    200.000     45.000  -1725.07409      1.03792      0.02924     -0.02259      0.05090
    92    140    200.000     48.000  -1722.82449      1.13085      0.03741     -0.02720      0.06351
    92    140    200.000     51.000  -1719.95315      1.47444      0.04205     -0.03901      0.07225
    92    140    200.000     54.000  -1715.27200      1.45766      0.03393     -0.02940      0.06203
    92    140    200.000     57.000  -1726.37456      1.00194      0.02329     -0.03599      0.09728
    92    140    208.000      0.000  -1748.81549      1.38211      0.02174      0.00000      0.02380
    92    140    208.000      3.000  -1748.65494      1.38364      0.01872     -0.00257      0.01694
    92    140    208.000      6.000  -1747.86780      1.37369      0.02916     -0.00355      0.01712
    92    140    208.000      9.000  -1747.28248      1.28908      0.02373     -0.00456      0.01991
    92    140    208.000     12.000  -1747.69186      1.21733      0.03304     -0.00925      0.02273
    92    140    208.000     15.000  -1747.99979      1.33039      0.04609     -0.01443      0.02097
    92    140    208.000     18.000  -1749.68838      1.29964      0.03332     -0.00710      0.02800
    92    140    208.000     21.000  -1751.65936      1.22583      0.02656     -0.00921      0.02330
    92    140    208.000     24.000  -1752.74393      1.40594      0.02450     -0.01129      0.02553
    92    140    208.000     27.000  -1751.12678      1.23603      0.02187     -0.01339      0.03310
    92    140    208.000     30.000  -1749.12006      1.02227      0.04540     -0.02686      0.03686
    92    140    208.000     33.000  -1747.70619      0.94186      0.05176     -0.03287      0.04090
    92    140    208.000     36.000  -1744.30104      0.75606      0.06133     -0.04311      0.05991
    92    140    208.000     39.000  -1739.28865      0.78531      0.04369     -0.03124      0.05499
    92    140    208.000     42.000  -1733.40136      0.88713      0.03407     -0.02319      0.04833
    92    140    208.000     45.000  -1727.47346      1.13469      0.03647     -0.03098      0.06408
    92    140    208.000     48.000  -1724.02643      0.96974      0.03362     -0.02277      0.06775
    92    140    208.000     51.000  -1721.15968      1.15649      0.03683     -0.02655      0.07070
    92    140    208.000     54.000  -1717.27242      1.33113      0.03414     -0.02850      0.06990
    92    140    208.000     57.000  -1729.12188      0.78376      0.02758     -0.03871      0.11520
    92    140    208.000     60.000  -1728.44401      0.98288      0.02287     -0.03387      0.09289
    92    140    216.000      0.000  -1749.26468      1.34360      0.02377      0.00000      0.02413
    92    140    216.000      3.000  -1749.12851      1.34346      0.02092     -0.00301      0.01812
    92    140    216.000      6.000  -1748.33798      1.33642      0.01726     -0.00410      0.01704
    92    140    216.000      9.000  -1747.13530      1.21018      0.02535     -0.00366      0.01824
    92    140    216.000     12.000  -1747.55536      1.18571      0.02490     -0.00907      0.02456
    92    140    216.000     15.000  -1747.92379      1.15888      0.03514     -0.01222      0.02361
    92    140    216.000     18.000  -1749.07056      1.24035      0.02672     -0.00445      0.02700
    92    140    216.000     21.000  -1751.05421      1.12695      0.03059     -0.00868      0.02340
    92    140    216.000     24.000  -1752.44685      1.35566      0.03401     -0.01174      0.02319
    92    140    216.000     27.000  -1751.78724      1.34361      0.02930     -0.01535      0.03062
    92    140    216.000     30.000  -1749.58274      1.13909      0.03785     -0.02237      0.03713
    92    140    216.000     33.000  -1748.88934      1.06007      0.03640     -0.02209      0.03313
    92    140    216.000     36.000  -1746.65432      0.80614      0.05192     -0.03633      0.04997
    92    140    216.000     39.000  -1742.71474      0.68700      0.05707     -0.04222      0.06701
    92    140    216.000     42.000  -1737.25546      0.74001      0.03994     -0.02924      0.05728
    92    140    216.000     45.000  -1731.42037      1.02027      0.03117     -0.02259      0.04979
    92    140    216.000     48.000  -1726.23384      0.96232      0.02867     -0.01850      0.06007
    92    140    216.000     51.000  -1723.10508      0.89353      0.03284     -0.02315      0.06972
    92    140    216.000     54.000  -1719.97355      1.13081      0.03425     -0.02528      0.07085
    92    140    216.000     57.000  -1732.64208      0.73555      0.02822     -0.04027      0.11130
    92    140    216.000     60.000  -1731.35106      0.77758      0.03011     -0.04352      0.12550
    92    140    224.000     -0.000  -1749.65865      1.32771      0.02857      0.00000      0.01810
    92    140    224.000      3.000  -1749.48340      1.32778      0.03138     -0.00317      0.01931
    92    140    224.000      6.000  -1748.77484      1.33306      0.02007     -0.00359      0.01716
    92    140    224.000      9.000  -1747.44054      1.28713      0.01845     -0.00407      0.01630
    92    140    224.000     12.000  -1747.40715      1.21616      0.02098     -0.00875      0.02337
    92    140    224.000     15.000  -1747.89351      1.05135      0.02685     -0.00813      0.02446
    92    140    224.000     18.000  -1748.50128      1.09322      0.03578     -0.01152      0.03083
    92    140    224.000     21.000  -1750.42591      1.09043      0.03239     -0.00728      0.02409
    92    140    224.000     24.000  -1750.94301      1.20806      0.02293     -0.00141      0.02551
    92    140    224.000     27.000  -1752.05378      1.30094      0.04068     -0.01514      0.02593
    92    140    224.000     30.000  -1750.26923      1.16529      0.03086     -0.01679      0.03334
    92    140    224.000     33.000  -1749.00287      1.00294      0.03163     -0.01729      0.03269
    92    140    224.000     36.000  -1747.64333      0.93936      0.03235     -0.02287      0.03951
    92    140    224.000     39.000  -1744.81870      0.71076      0.05110     -0.03873      0.05764
    92    140    224.000     42.000  -1735.87520      0.98334      0.02977     -0.02167      0.04185
    92    140    224.000     45.000  -1734.24346      0.84759      0.03153     -0.02287      0.05073
    92    140    224.000     48.000  -1728.41598      0.84754      0.02740     -0.02309      0.06579
    92    140    224.000     51.000  -1724.75480      0.93669      0.03215     -0.02292      0.06648
    92    140    224.000     54.000  -1736.96024      0.99914      0.03453     -0.03835      0.10060
    92    140    224.000     57.000  -1735.90865      0.86945      0.04434     -0.06473      0.14890
    92    140    224.000     60.000  -1734.28386      1.67042      0.03729     -0.04743      0.14410
    92    140    232.000     -0.000  -1750.02841      1.33577      0.02311      0.00000      0.01371
    92    140    232.000      3.000  -1749.90234      1.29989      0.03118     -0.00298      0.01770
    92    140    232.000      6.000  -1749.31522      1.32019      0.03136     -0.00371      0.01886
    92    140    232.000      9.000  -1748.12871      1.34949      0.01487     -0.00379      0.01525
    92    140    232.000     12.000  -1747.48867      1.19805      0.01774     -0.00690      0.02351
    92    140    232.000     15.000  -1748.13062      0.98080      0.02011     -0.00424      0.02341
    92    140    232.000     18.000  -1748.44883      0.96840      0.03874     -0.01198      0.03127
    92    140    232.000     21.000  -1749.90003      1.11539      0.03173     -0.00551      0.02510
    92    140    232.000     24.000  -1751.37727      1.10467      0.04530     -0.01099      0.03111
    92    140    232.000     27.000  -1752.19397      1.18505      0.04160     -0.01289      0.02836
    92    140    232.000     30.000  -1751.54102      1.15183      0.03598     -0.01633      0.03238
    92    140    232.000     33.000  -1749.46306      0.96183      0.02895     -0.01701      0.03524
    92    140    232.000     39.000  -1746.38817      0.68856      0.03772     -0.02979      0.05408
    92    140    232.000     42.000  -1742.90105      0.68523      0.04886     -0.04114      0.06427
    92    140    232.000     45.000  -1737.41592      0.67197      0.04204     -0.03459      0.06537
    92    140    232.000     48.000  -1731.59209      1.01260      0.02719     -0.02182      0.05032
    92    140    232.000     51.000  -1727.35243      1.07540      0.02739     -0.01674      0.05118
    92    140    232.000     54.000  -1737.88442      1.21412      0.02538     -0.03127      0.08466
    92    140    232.000     57.000  -1737.33579      0.91352      0.04443     -0.08882      0.24410
    92    140    232.000     60.000  -1738.04462      0.78628      0.04553     -0.07125      0.16470
    92    140    240.000      0.000  -1749.93181      1.25955      0.01606     -0.00000      0.01190
    92    140    240.000      3.000  -1750.00257      1.22809      0.02002     -0.00156      0.01420
    92    140    240.000      6.000  -1749.65600      1.25642      0.02949     -0.00367      0.01834
    92    140    240.000      9.000  -1748.58074      1.31617      0.02047     -0.00313      0.01524
    92    140    240.000     12.000  -1747.64951      1.13445      0.01903     -0.00217      0.03205
    92    140    240.000     15.000  -1748.30932      0.91896      0.01737     -0.00223      0.02460
    92    140    240.000     18.000  -1748.61496      0.95163      0.02419     -0.00678      0.02699
    92    140    240.000     21.000  -1749.40673      1.04521      0.03307     -0.00718      0.03330
    92    140    240.000     24.000  -1750.89666      1.02144      0.03990     -0.00886      0.03458
    92    140    240.000     27.000  -1752.09174      1.06662      0.03319     -0.00931      0.02844
    92    140    240.000     30.000  -1752.56534      1.04356      0.03379     -0.01549      0.03294
    92    140    240.000     33.000  -1751.03342      1.06905      0.03367     -0.02021      0.04863
    92    140    240.000     36.000  -1749.07935      1.02843      0.02911     -0.01884      0.03491
    92    140    240.000     39.000  -1747.63199      0.86679      0.03502     -0.02452      0.05518
    92    140    240.000     42.000  -1745.49933      0.65943      0.04009     -0.03288      0.05770
    92    140    240.000     45.000  -1741.42317      0.67823      0.04611     -0.04155      0.06716
    92    140    240.000     48.000  -1735.63380      0.74282      0.03444     -0.02912      0.05836
    92    140    240.000     51.000  -1730.69372      1.12055      0.02479     -0.01571      0.04135
    92    140    240.000     54.000  -1726.53130      1.03147      0.02697     -0.01515      0.04952
    92    140    240.000     57.000  -1739.99292      1.00697      0.04543     -0.08969      0.24880
    92    140    240.000     60.000  -1741.20036      0.92672      0.05088     -0.07980      0.18450
    92    140    248.000     -0.000  -1749.58051      1.19782      0.01624      0.00000      0.01101
    92    140    248.000      3.000  -1749.79933      1.20316      0.01496     -0.00071      0.01194
    92    140    248.000      6.000  -1749.78058      1.22182      0.01971     -0.00309      0.01583
    92    140    248.000      9.000  -1748.90826      1.27575      0.02232     -0.00325      0.01589
    92    140    248.000     12.000  -1747.81298      1.11251      0.02051     -0.00094      0.03709
    92    140    248.000     15.000  -1748.44719      0.87231      0.01781     -0.00343      0.02646
    92    140    248.000     18.000  -1748.72926      0.93136      0.01635     -0.00316      0.02374
    92    140    248.000     21.000  -1749.13903      0.97097      0.02925     -0.00795      0.04303
    92    140    248.000     24.000  -1750.49727      1.01168      0.03079     -0.00524      0.03080
    92    140    248.000     27.000  -1752.38470      1.03683      0.02144     -0.00168      0.02498
    92    140    248.000     30.000  -1753.02058      1.01325      0.02897     -0.01347      0.03108
    92    140    248.000     33.000  -1752.65561      1.09460      0.03192     -0.01647      0.04052
    92    140    248.000     36.000  -1750.44106      0.95850      0.03138     -0.01955      0.06243
    92    140    248.000     39.000  -1748.67438      1.17775      0.03013     -0.02051      0.04183
    92    140    248.000     42.000  -1746.63351      0.68863      0.03664     -0.02966      0.06975
    92    140    248.000     45.000  -1743.50665      0.63968      0.04084     -0.03544      0.06768
    92    140    248.000     48.000  -1738.47666      0.67990      0.04172     -0.03881      0.06801
    92    140    248.000     51.000  -1733.33967      0.94754      0.02735     -0.01797      0.03640
    92    140    248.000     54.000  -1729.17662      1.06014      0.02678     -0.01683      0.03840
    92    140    248.000     57.000  -1742.87371      1.01101      0.02718     -0.03537      0.09684
    92    140    248.000     60.000  -1742.18712      1.00347      0.04546     -0.09051      0.24590
    92    140    256.000      0.000  -1749.22109      1.19867      0.02329     -0.00000      0.01021
    92    140    256.000      3.000  -1749.43854      1.21109      0.02049     -0.00152      0.01251
    92    140    256.000      6.000  -1749.62055      1.22694      0.01425     -0.00270      0.01440
    92    140    256.000      9.000  -1749.01949      1.25551      0.01828     -0.00375      0.01600
    92    140    256.000     12.000  -1747.97734      1.11814      0.02208     -0.00077      0.03992
    92    140    256.000     15.000  -1748.64354      0.87516      0.02068     -0.00495      0.02834
    92    140    256.000     18.000  -1748.83552      0.88397      0.01633     -0.00292      0.02222
    92    140    256.000     21.000  -1749.08999      0.97529      0.02216     -0.00480      0.04276
    92    140    256.000     27.000  -1752.31690      1.00990      0.01978     -0.00584      0.03324
    92    140    256.000     30.000  -1753.24001      0.89707      0.02460     -0.00365      0.02723
    92    140    256.000     33.000  -1753.50644      1.04674      0.03238     -0.01776      0.04300
    92    140    256.000     36.000  -1752.22969      1.01126      0.02643     -0.01370      0.04363
    92    140    256.000     39.000  -1749.91299      1.00115      0.03407     -0.02199      0.06454
    92    140    256.000     42.000  -1748.16121      1.05882      0.03318     -0.02471      0.05476
    92    140    256.000     45.000  -1745.95064      0.60621      0.03502     -0.02919      0.06837
    92    140    256.000     48.000  -1742.47073      0.70050      0.04039     -0.03660      0.06301
    92    140    256.000     54.000  -1746.56924      0.82995      0.02374     -0.01569      0.07538
    92    140    256.000     57.000  -1745.65820      0.89562      0.01815     -0.01267      0.05303
    92    140    256.000     60.000  -1744.70585      0.89011      0.04099     -0.07613      0.21210
    92    140    264.000      0.000  -1749.46911      1.17930      0.01851     -0.00000      0.01008
    92    140    264.000      3.000  -1749.36398      1.19428      0.02130     -0.00110      0.01197
    92    140    264.000      6.000  -1749.31398      1.21315      0.01952     -0.00254      0.01451
    92    140    264.000      9.000  -1748.96879      1.23529      0.01425     -0.00405      0.01578
    92    140    264.000     12.000  -1748.11480      1.09468      0.02373     -0.00104      0.04072
    92    140    264.000     15.000  -1748.83684      0.92284      0.02554     -0.00597      0.03070
    92    140    264.000     18.000  -1749.00762      0.88934      0.01908     -0.00411      0.02349
