#    Z      N      Q20        Q30        BE           E0           M22          M32          M33         
    92    140    400.000      6.000  -1768.46512      0.91873      0.01391     -0.01218      0.05274
    92    140    400.000      9.000  -1768.67087      0.92013      0.01701     -0.01789      0.06729
    92    140    400.000     12.000  -1769.01554      0.91695      0.01641     -0.01728      0.06646
    92    140    400.000     15.000  -1769.41618      0.92566      0.00664      0.00366      0.02245
    92    140    400.000     18.000  -1770.03937      0.96100      0.00897     -0.00459      0.03210
    92    140    400.000     21.000  -1784.10817      0.85576      0.00599      0.00386      0.02462
    92    140    400.000     24.000  -1785.73831      0.87184      0.00635      0.00368      0.02445
    92    140    400.000     27.000  -1786.97602      0.93556      0.00642      0.00279      0.02254
    92    140    400.000     30.000  -1787.75099      0.96423      0.00675      0.00267      0.02094
    92    140    400.000     33.000  -1788.04844      1.07951      0.01022      0.00445      0.02582
    92    140    400.000     36.000  -1788.17869      2.09157      0.01640      0.00760      0.04636
    92    140    400.000     39.000  -1787.23474      1.90819      0.00822     -0.00244      0.02787
    92    140    400.000     42.000  -1787.72763      2.04988      0.00995     -0.00270      0.02899
    92    140    400.000     45.000  -1787.47211      1.95457      0.01446     -0.00570      0.03649
    92    140    400.000     48.000  -1783.13418      2.26655      0.00844     -0.00572      0.02593
    92    140    400.000     51.000  -1782.98637      2.37086      0.01088     -0.00757      0.03401
    92    140    400.000     54.000  -1782.20267      2.38235      0.01394     -0.00983      0.04084
    92    140    400.000     57.000  -1780.89772      0.44096      0.02116     -0.02102      0.06056
    92    140    400.000     60.000  -1783.90289      0.47145      0.01475     -0.00497      0.04973
    92    140    408.000      0.000  -1769.99311      0.91457      0.00774      0.00000      0.02769
    92    140    408.000      3.000  -1770.03358      0.91201      0.00935     -0.00458      0.03385
    92    140    408.000      6.000  -1770.14002      0.91080      0.01339     -0.01143      0.05013
    92    140    408.000      9.000  -1770.32621      0.91277      0.01649     -0.01714      0.06426
    92    140    408.000     12.000  -1770.63663      0.90804      0.01641     -0.01759      0.06563
    92    140    408.000     15.000  -1771.04129      0.90906      0.00788     -0.00003      0.02831
    92    140    408.000     18.000  -1771.46891      0.91770      0.00713      0.00136      0.02485
    92    140    408.000     21.000  -1785.07024      0.85887      0.00570      0.00365      0.02347
    92    140    408.000     24.000  -1786.72093      0.85772      0.00610      0.00361      0.02375
    92    140    408.000     27.000  -1788.06620      0.91286      0.00623      0.00292      0.02237
    92    140    408.000     30.000  -1788.95351      0.94971      0.00651      0.00253      0.02098
    92    140    408.000     33.000  -1789.38932      1.00003      0.00761      0.00226      0.02098
    92    140    408.000     36.000  -1789.45381      2.10955      0.01481      0.00792      0.03674
    92    140    408.000     39.000  -1788.09157      1.89506      0.00899     -0.00125      0.02893
    92    140    408.000     42.000  -1788.60078      2.03879      0.01097     -0.00239      0.03082
    92    140    408.000     45.000  -1788.88211      2.01391      0.01220     -0.00380      0.03307
    92    140    408.000     48.000  -1788.66174      0.35461      0.03338     -0.02752      0.08609
    92    140    408.000     51.000  -1784.58708      2.35391      0.00959     -0.00659      0.02993
    92    140    408.000     54.000  -1784.05528      2.39076      0.01231     -0.00877      0.03738
    92    140    408.000     57.000  -1782.91634      2.39265      0.01490     -0.00992      0.04174
    92    140    416.000      0.000  -1771.73750      0.90801      0.00762      0.00000      0.02700
    92    140    416.000      3.000  -1771.77959      0.90575      0.00910     -0.00427      0.03259
    92    140    416.000      6.000  -1771.88925      0.90434      0.01288     -0.01067      0.04758
    92    140    416.000      9.000  -1772.07327      0.90618      0.01598     -0.01633      0.06132
    92    140    416.000     12.000  -1772.37525      0.90064      0.01629     -0.01761      0.06425
    92    140    416.000     15.000  -1772.78783      0.89390      0.01041     -0.00609      0.03955
    92    140    416.000     18.000  -1773.20527      0.88738      0.00597      0.00298      0.02027
    92    140    416.000     21.000  -1786.19022      0.86479      0.00542      0.00343      0.02234
    92    140    416.000     24.000  -1787.84497      0.85334      0.00580      0.00344      0.02283
    92    140    416.000     27.000  -1789.25665      0.89270      0.00602      0.00301      0.02202
    92    140    416.000     30.000  -1790.25264      0.94230      0.00620      0.00245      0.02059
    92    140    416.000     33.000  -1790.86492      0.97613      0.00643      0.00257      0.01851
    92    140    416.000     36.000  -1791.04699      1.25331      0.01117      0.00533      0.02705
    92    140    416.000     39.000  -1791.17064      2.10272      0.01567      0.00609      0.04615
    92    140    416.000     42.000  -1790.45098      2.00821      0.00822     -0.00218      0.02435
    92    140    416.000     45.000  -1790.80428      2.05551      0.00967     -0.00291      0.02764
    92    140    416.000     48.000  -1790.83709      1.74579      0.01296     -0.00311      0.03196
    92    140    416.000     51.000  -1786.47428      2.30960      0.00839     -0.00531      0.02499
    92    140    416.000     54.000  -1786.29897      2.34844      0.01059     -0.00698      0.03173
    92    140    416.000     57.000  -1785.54031      2.33622      0.01334     -0.00887      0.03740
    92    140    416.000     60.000  -1784.26592      2.28379      0.01488     -0.00865      0.03814
    92    140    424.000      0.000  -1773.32433      0.90037      0.00752     -0.00000      0.02645
    92    140    424.000      3.000  -1773.36252      0.89771      0.00888     -0.00400      0.03155
    92    140    424.000      6.000  -1773.46495      0.89712      0.01241     -0.01000      0.04535
    92    140    424.000      9.000  -1773.63502      0.90075      0.01545     -0.01555      0.05849
    92    140    424.000     12.000  -1773.91011      0.89605      0.01607     -0.01744      0.06254
    92    140    424.000     15.000  -1774.28856      0.88361      0.01179     -0.00942      0.04527
    92    140    424.000     18.000  -1774.67499      0.87305      0.00584      0.00281      0.01961
    92    140    424.000     21.000  -1775.27562      0.93762      0.00990     -0.00771      0.03555
    92    140    424.000     24.000  -1788.74467      0.85032      0.00554      0.00328      0.02193
    92    140    424.000     27.000  -1790.20698      0.87008      0.00584      0.00308      0.02171
    92    140    424.000     30.000  -1791.31694      0.92734      0.00597      0.00244      0.02032
    92    140    424.000     33.000  -1792.03607      0.95652      0.00624      0.00234      0.01898
    92    140    424.000     36.000  -1792.32596      1.05119      0.00854      0.00326      0.02117
    92    140    424.000     39.000  -1792.42274      2.11674      0.01475      0.00675      0.03931
    92    140    424.000     42.000  -1791.17950      1.92839      0.00912     -0.00071      0.02344
    92    140    424.000     45.000  -1791.64582      2.06153      0.01042     -0.00286      0.02932
    92    140    424.000     48.000  -1791.86647      2.00866      0.01173     -0.00372      0.03106
    92    140    424.000     51.000  -1787.80091      2.22877      0.00735     -0.00451      0.02108
    92    140    424.000     54.000  -1787.84596      2.34621      0.00938     -0.00602      0.02817
    92    140    424.000     57.000  -1787.32823      2.35382      0.01183     -0.00789      0.03431
    92    140    424.000     60.000  -1786.26727      2.33582      0.01415     -0.00883      0.03801
    92    140    432.000      0.000  -1774.85886      0.89133      0.00743     -0.00000      0.02593
    92    140    432.000      3.000  -1774.89597      0.88972      0.00868     -0.00376      0.03057
    92    140    432.000      6.000  -1774.99192      0.88975      0.01197     -0.00939      0.04329
    92    140    432.000      9.000  -1775.14881      0.89470      0.01496     -0.01481      0.05592
    92    140    432.000     12.000  -1775.39975      0.89118      0.01579     -0.01712      0.06062
    92    140    432.000     15.000  -1775.74900      0.87685      0.01266     -0.01159      0.04857
    92    140    432.000     18.000  -1776.10903      0.86298      0.00571      0.00264      0.01894
    92    140    432.000     21.000  -1776.62479      0.89856      0.00896     -0.00533      0.03227
    92    140    432.000     24.000  -1789.61242      0.85201      0.00528      0.00311      0.02097
    92    140    432.000     27.000  -1791.10105      0.85523      0.00563      0.00306      0.02118
    92    140    432.000     30.000  -1792.30919      0.90736      0.00578      0.00251      0.02010
    92    140    432.000     33.000  -1793.12771      0.94231      0.00604      0.00224      0.01903
    92    140    432.000     36.000  -1793.56452      0.98873      0.00677      0.00205      0.01859
    92    140    432.000     42.000  -1792.31662      1.92534      0.00776     -0.00027      0.02297
    92    140    432.000     45.000  -1793.23615      2.04390      0.00818     -0.00241      0.02366
    92    140    432.000     48.000  -1793.49788      2.05007      0.00949     -0.00296      0.02651
    92    140    432.000     51.000  -1793.47286      1.72082      0.01316     -0.00403      0.03168
    92    140    432.000     54.000  -1789.24778      2.32715      0.00837     -0.00532      0.02475
    92    140    432.000     57.000  -1788.96273      2.36003      0.01047     -0.00684      0.03096
    92    140    432.000     60.000  -1788.12071      2.35794      0.01293     -0.00843      0.03614
    92    140    440.000     -0.000  -1776.35060      0.88481      0.00732     -0.00000      0.02536
    92    140    440.000      3.000  -1776.38549      0.88338      0.00847     -0.00352      0.02959
    92    140    440.000      6.000  -1776.47539      0.88381      0.01154     -0.00880      0.04131
    92    140    440.000      9.000  -1776.61931      0.88945      0.01448     -0.01410      0.05347
    92    140    440.000     12.000  -1776.84725      0.88655      0.01550     -0.01674      0.05874
    92    140    440.000     15.000  -1777.16891      0.87158      0.01319     -0.01299      0.05033
    92    140    440.000     18.000  -1777.50072      0.85453      0.00559      0.00249      0.01830
    92    140    440.000     21.000  -1777.96632      0.86827      0.00773     -0.00314      0.02730
    92    140    440.000     24.000  -1790.44639      0.85574      0.00503      0.00293      0.02001
    92    140    440.000     27.000  -1791.94851      0.84678      0.00539      0.00297      0.02050
    92    140    440.000     30.000  -1793.22939      0.88377      0.00562      0.00262      0.01990
    92    140    440.000     33.000  -1794.14703      0.92893      0.00583      0.00220      0.01887
    92    140    440.000     36.000  -1794.72794      0.96025      0.00601      0.00222      0.01715
    92    140    440.000     39.000  -1794.91603      1.12590      0.00966      0.00405      0.02315
    92    140    440.000     42.000  -1786.97845      0.86929      0.00499      0.00120      0.01616
    92    140    440.000     45.000  -1788.38839      0.84323      0.00530      0.00090      0.01624
    92    140    440.000     48.000  -1794.71551      2.07179      0.00869     -0.00282      0.02472
    92    140    440.000     51.000  -1794.63507      1.99762      0.01088     -0.00290      0.02812
    92    140    440.000     54.000  -1790.51450      2.27223      0.00742     -0.00463      0.02125
    92    140    440.000     57.000  -1790.44581      2.35653      0.00930     -0.00599      0.02762
    92    140    440.000     60.000  -1789.82817      2.36767      0.01158     -0.00766      0.03336
    92    140    448.000     -0.000  -1777.86757      0.88082      0.00718     -0.00000      0.02468
    92    140    448.000      3.000  -1777.90033      0.87948      0.00824     -0.00330      0.02854
    92    140    448.000      6.000  -1777.98385      0.87982      0.01110     -0.00820      0.03930
    92    140    448.000      9.000  -1778.11596      0.88596      0.01397     -0.01333      0.05096
    92    140    448.000     12.000  -1778.32449      0.88420      0.01512     -0.01620      0.05656
    92    140    448.000     15.000  -1778.62025      0.86818      0.01348     -0.01385      0.05097
    92    140    448.000     18.000  -1778.92288      0.84890      0.00547      0.00234      0.01765
    92    140    448.000     21.000  -1779.35149      0.84458      0.00626     -0.00061      0.02128
    92    140    448.000     24.000  -1779.91825      0.91618      0.01001     -0.00898      0.03591
    92    140    448.000     27.000  -1792.80850      0.84566      0.00513      0.00281      0.01965
    92    140    448.000     30.000  -1794.13589      0.86576      0.00542      0.00265      0.01951
    92    140    448.000     33.000  -1795.14820      0.91631      0.00559      0.00218      0.01856
    92    140    448.000     36.000  -1795.82150      0.94490      0.00582      0.00204      0.01743
    92    140    448.000     39.000  -1796.10983      1.01556      0.00707      0.00207      0.01759
    92    140    448.000     42.000  -1787.87133      0.87009      0.00479      0.00127      0.01563
    92    140    448.000     45.000  -1789.32339      0.83584      0.00516      0.00116      0.01600
    92    140    448.000     48.000  -1790.46820      0.86894      0.00502     -0.00001      0.01447
    92    140    448.000     51.000  -1795.22509      0.49870      0.01863     -0.01769      0.05780
    92    140    448.000     54.000  -1791.71117      2.01549      0.00634     -0.00423      0.01768
    92    140    448.000     57.000  -1791.85050      2.33930      0.00831     -0.00536      0.02443
    92    140    448.000     60.000  -1791.45715      2.37038      0.01031     -0.00675      0.03022
    92    140    456.000      0.000  -1779.32132      0.87349      0.00711      0.00000      0.02424
    92    140    456.000      3.000  -1779.35282      0.87258      0.00808     -0.00309      0.02777
    92    140    456.000      6.000  -1779.43465      0.87384      0.01075     -0.00768      0.03768
    92    140    456.000      9.000  -1779.56021      0.88115      0.01353     -0.01264      0.04878
    92    140    456.000     12.000  -1779.75549      0.88166      0.01478     -0.01568      0.05456
    92    140    456.000     15.000  -1780.03140      0.86591      0.01361     -0.01438      0.05097
    92    140    456.000     18.000  -1780.31621      0.84501      0.00538      0.00205      0.01716
    92    140    456.000     21.000  -1780.67878      0.82607      0.00498      0.00174      0.01597
    92    140    456.000     24.000  -1781.19534      0.87401      0.00931     -0.00758      0.03355
    92    140    456.000     27.000  -1793.63750      0.84689      0.00490      0.00267      0.01880
    92    140    456.000     30.000  -1794.99032      0.85097      0.00523      0.00264      0.01904
    92    140    456.000     33.000  -1796.09397      0.89747      0.00541      0.00225      0.01830
    92    140    456.000     36.000  -1796.86355      0.93156      0.00565      0.00201      0.01746
    92    140    456.000     39.000  -1797.31832      0.97338      0.00599      0.00193      0.01625
    92    140    456.000     42.000  -1788.73458      0.87124      0.00459      0.00129      0.01499
    92    140    456.000     45.000  -1790.22807      0.83513      0.00497      0.00127      0.01545
    92    140    456.000     48.000  -1791.47678      0.82252      0.00526      0.00095      0.01546
    92    140    456.000     51.000  -1796.92973      2.12835      0.01186     -0.00874      0.03460
    92    140    456.000     54.000  -1796.00965      0.47248      0.02565     -0.02987      0.08461
    92    140    456.000     57.000  -1793.21833      2.30966      0.00734     -0.00458      0.02085
    92    140    456.000     60.000  -1793.10126      2.37751      0.00903     -0.00577      0.02647
    92    140    464.000     -0.000  -1780.79023      0.87064      0.00698     -0.00000      0.02367
    92    140    464.000      3.000  -1780.82083      0.86966      0.00789     -0.00291      0.02691
    92    140    464.000      6.000  -1780.89996      0.87103      0.01038     -0.00720      0.03608
    92    140    464.000      9.000  -1781.02146      0.87826      0.01304     -0.01193      0.04653
    92    140    464.000     12.000  -1781.20645      0.88002      0.01438     -0.01507      0.05250
    92    140    464.000     15.000  -1781.46603      0.86410      0.01364     -0.01458      0.05054
    92    140    464.000     18.000  -1781.78246      0.84340      0.00773     -0.00335      0.02701
    92    140    464.000     21.000  -1782.09568      0.82211      0.00491      0.00170      0.01562
    92    140    464.000     24.000  -1782.56059      0.84884      0.00854     -0.00630      0.03025
    92    140    464.000     27.000  -1794.50360      0.85368      0.00465      0.00248      0.01787
    92    140    464.000     30.000  -1795.87800      0.84754      0.00498      0.00251      0.01832
    92    140    464.000     33.000  -1797.04982      0.88118      0.00520      0.00225      0.01793
    92    140    464.000     36.000  -1797.91169      0.92194      0.00541      0.00194      0.01721
    92    140    464.000     39.000  -1798.48581      0.95263      0.00555      0.00187      0.01578
    92    140    464.000     42.000  -1789.61643      0.89008      0.00414      0.00061      0.01360
    92    140    464.000     45.000  -1798.75345      2.14616      0.01302      0.00516      0.03370
    92    140    464.000     48.000  -1798.16285      2.12181      0.00726     -0.00088      0.01919
    92    140    464.000     51.000  -1793.57469      0.83225      0.00522      0.00050      0.01454
    92    140    464.000     54.000  -1797.67555      0.48695      0.01915     -0.01933      0.05998
    92    140    464.000     57.000  -1794.55112      2.22535      0.00633     -0.00363      0.01694
    92    140    464.000     60.000  -1798.07765      0.32301      0.02871     -0.01719      0.08101
    92    140    472.000      0.000  -1782.12342      0.86398      0.00689      0.00000      0.02318
    92    140    472.000      3.000  -1782.15208      0.86327      0.00773     -0.00275      0.02616
    92    140    472.000      6.000  -1782.22684      0.86472      0.01004     -0.00676      0.03462
    92    140    472.000      9.000  -1782.33907      0.87229      0.01263     -0.01132      0.04460
    92    140    472.000     12.000  -1782.50855      0.87591      0.01403     -0.01452      0.05064
    92    140    472.000     15.000  -1782.74704      0.86131      0.01361     -0.01465      0.04989
    92    140    472.000     18.000  -1783.04763      0.83957      0.00910     -0.00644      0.03243
    92    140    472.000     21.000  -1783.33908      0.81724      0.00484      0.00164      0.01521
    92    140    472.000     24.000  -1783.75298      0.82879      0.00771     -0.00491      0.02668
    92    140    472.000     27.000  -1784.32734      0.88253      0.00977     -0.00942      0.03512
    92    140    472.000     30.000  -1796.61720      0.84412      0.00476      0.00242      0.01766
    92    140    472.000     33.000  -1797.83296      0.86208      0.00504      0.00229      0.01763
    92    140    472.000     36.000  -1787.20491      0.86736      0.00959     -0.00885      0.03350
    92    140    472.000     39.000  -1788.70179      0.87523      0.00662     -0.00332      0.02262
    92    140    472.000     42.000  -1799.96511      0.98234      0.00552     -0.00014      0.01624
    92    140    472.000     45.000  -1799.73184      2.15732      0.01134      0.00541      0.02486
    92    140    472.000     48.000  -1798.96621      2.00796      0.00592     -0.00022      0.01505
    92    140    472.000     51.000  -1794.42720      0.81372      0.00515      0.00087      0.01469
    92    140    472.000     54.000  -1799.18169      2.14262      0.01165     -0.00816      0.03414
    92    140    472.000     57.000  -1795.28451      1.98336      0.00567     -0.00192      0.01243
    92    140    472.000     60.000  -1795.40749      1.55355      0.00739     -0.00806      0.02300
    92    140    480.000      0.000  -1783.46687      0.85972      0.00677     -0.00000      0.02262
    92    140    480.000      3.000  -1783.49643      0.85934      0.00755     -0.00259      0.02537
    92    140    480.000      6.000  -1783.57444      0.86107      0.00971     -0.00633      0.03316
    92    140    480.000      9.000  -1783.69047      0.86899      0.01221     -0.01069      0.04268
    92    140    480.000     12.000  -1783.86052      0.87407      0.01368     -0.01395      0.04883
    92    140    480.000     15.000  -1784.09586      0.86107      0.01349     -0.01455      0.04895
    92    140    480.000     18.000  -1784.25053      0.83586      0.01046     -0.00851      0.03672
    92    140    480.000     21.000  -1784.67627      0.81478      0.00477      0.00157      0.01478
    92    140    480.000     24.000  -1785.06336      0.81579      0.00680     -0.00335      0.02292
    92    140    480.000     27.000  -1785.56431      0.84027      0.00923     -0.00864      0.03278
    92    140    480.000     30.000  -1786.07822      0.87132      0.01084     -0.01146      0.03901
    92    140    480.000     33.000  -1787.02704      0.86732      0.01072     -0.01149      0.03827
    92    140    480.000     36.000  -1788.19819      0.87481      0.00962     -0.00946      0.03392
    92    140    480.000     39.000  -1789.58233      0.88067      0.00714     -0.00490      0.02464
    92    140    480.000     42.000  -1791.16459      0.88687      0.00387      0.00073      0.01273
    92    140    480.000     45.000  -1792.63451      0.88099      0.00379     -0.00007      0.01200
    92    140    480.000     48.000  -1794.19868      0.81683      0.00470      0.00128      0.01422
    92    140    480.000     51.000  -1795.37220      0.80439      0.00503      0.00110      0.01436
    92    140    480.000     54.000  -1796.15477      0.89974      0.00437     -0.00072      0.01122
    92    140    480.000     60.000  -1797.10317      2.27009      0.00636     -0.00349      0.01661
    92    140    488.000     -0.000  -1784.76559      0.85824      0.00666      0.00000      0.02211
    92    140    488.000      3.000  -1784.79354      0.85800      0.00739     -0.00245      0.02464
    92    140    488.000      6.000  -1784.86753      0.86016      0.00940     -0.00596      0.03186
    92    140    488.000      9.000  -1784.97565      0.86791      0.01181     -0.01013      0.04090
    92    140    488.000     12.000  -1785.13279      0.87380      0.01330     -0.01338      0.04699
    92    140    488.000     15.000  -1785.35140      0.86230      0.01332     -0.01436      0.04779
    92    140    488.000     18.000  -1785.63061      0.83951      0.01064     -0.00999      0.03799
    92    140    488.000     21.000  -1785.90061      0.81455      0.00468      0.00150      0.01433
    92    140    488.000     24.000  -1786.26427      0.80735      0.00579     -0.00151      0.01886
    92    140    488.000     27.000  -1786.71505      0.82341      0.00869     -0.00776      0.03031
    92    140    488.000     30.000  -1787.37308      0.85424      0.00963     -0.01001      0.03437
    92    140    488.000     33.000  -1788.02884      0.87498      0.01054     -0.01140      0.03759
    92    140    488.000     36.000  -1789.11082      0.87697      0.00972     -0.00998      0.03430
    92    140    488.000     39.000  -1790.47189      0.83393      0.00955     -0.00691      0.02932
    92    140    488.000     42.000  -1791.97476      0.88290      0.00434     -0.00053      0.01445
    92    140    488.000     45.000  -1793.57215      0.84343      0.00417      0.00129      0.01332
    92    140    488.000     48.000  -1794.72854      0.87372      0.00373     -0.00053      0.01127
    92    140    488.000     51.000  -1801.38879      1.96314      0.00582     -0.00182      0.01694
    92    140    488.000     54.000  -1796.98056      0.89340      0.00410     -0.00097      0.01081
    92    140    488.000     60.000  -1798.11590      2.11055      0.00516     -0.00208      0.01203
    92    140    496.000      0.000  -1785.99602      0.85162      0.00657      0.00000      0.02167
    92    140    496.000      3.000  -1786.02226      0.85157      0.00724     -0.00231      0.02400
    92    140    496.000      6.000  -1786.09194      0.85388      0.00913     -0.00561      0.03069
    92    140    496.000      9.000  -1786.19379      0.86243      0.01144     -0.00960      0.03923
    92    140    496.000     12.000  -1786.34032      0.87038      0.01295     -0.01282      0.04528
    92    140    496.000     15.000  -1786.54150      0.86084      0.01315     -0.01412      0.04669
    92    140    496.000     18.000  -1786.79989      0.83772      0.01106     -0.01096      0.03930
    92    140    496.000     21.000  -1787.04922      0.81220      0.00462      0.00144      0.01397
    92    140    496.000     24.000  -1787.34901      0.79509      0.00444      0.00128      0.01351
    92    140    496.000     27.000  -1787.79445      0.81047      0.00816     -0.00681      0.02795
    92    140    496.000     30.000  -1788.38511      0.82643      0.00935     -0.00951      0.03278
    92    140    496.000     33.000  -1789.18818      0.84345      0.00959     -0.01024      0.03382
    92    140    496.000     36.000  -1790.20650      0.84828      0.00926     -0.00960      0.03221
    92    140    496.000     39.000  -1791.41712      0.85017      0.00832     -0.00762      0.02814
    92    140    496.000     42.000  -1792.68369      0.88429      0.00520     -0.00270      0.01752
    92    140    496.000     45.000  -1794.04401      0.88194      0.00353      0.00009      0.01120
    92    140    496.000     48.000  -1795.39355      0.87355      0.00357     -0.00047      0.01088
    92    140    496.000     51.000  -1803.66093      2.15024      0.00788     -0.00056      0.02241
    92    140    496.000     54.000  -1802.89135      2.17208      0.00715     -0.00157      0.01893
    92    140    496.000     57.000  -1798.59825      0.90722      0.00416     -0.00079      0.01018
    92    140    496.000     60.000  -1798.85933      1.68765      0.00349      0.00114      0.00428
    92    140    504.000      0.000  -1787.19448      0.84620      0.00646      0.00000      0.02118
    92    140    504.000      3.000  -1787.21926      0.84606      0.00709     -0.00219      0.02334
    92    140    504.000      6.000  -1787.28500      0.84853      0.00885     -0.00528      0.02952
    92    140    504.000      9.000  -1787.37966      0.85713      0.01108     -0.00909      0.03767
    92    140    504.000     12.000  -1787.51503      0.86613      0.01261     -0.01230      0.04366
    92    140    504.000     15.000  -1787.70097      0.85897      0.01294     -0.01379      0.04548
    92    140    504.000     18.000  -1787.93991      0.83600      0.01133     -0.01159      0.04000
    92    140    504.000     21.000  -1788.16586      0.80995      0.00457      0.00138      0.01364
    92    140    504.000     24.000  -1788.46296      0.79128      0.00438      0.00125      0.01322
    92    140    504.000     27.000  -1788.85762      0.80062      0.00758     -0.00577      0.02552
    92    140    504.000     30.000  -1789.38603      0.81205      0.00903     -0.00895      0.03122
    92    140    504.000     33.000  -1790.12472      0.82419      0.00948     -0.01000      0.03290
    92    140    504.000     36.000  -1791.07109      0.83292      0.00935     -0.00972      0.03206
    92    140    504.000     39.000  -1792.20774      0.83963      0.00863     -0.00822      0.02890
    92    140    504.000     42.000  -1793.22324      0.88404      0.00592     -0.00384      0.01997
    92    140    504.000     45.000  -1794.68070      0.88274      0.00342      0.00017      0.01085
    92    140    504.000     48.000  -1796.31247      0.82292      0.00412      0.00128      0.01283
    92    140    504.000     51.000  -1797.26436      0.86999      0.00356     -0.00078      0.01042
    92    140    504.000     54.000  -1803.52826      1.96149      0.00571     -0.00129      0.01432
    92    140    504.000     57.000  -1799.55849      0.80469      0.00486      0.00062      0.01302
    92    140    504.000     60.000  -1803.84401      2.07166      0.00857     -0.00340      0.02280
    92    140    512.000      0.000  -1788.35781      0.84031      0.00637     -0.00000      0.02073
    92    140    512.000      3.000  -1788.38108      0.84044      0.00695     -0.00208      0.02273
    92    140    512.000      6.000  -1788.44294      0.84288      0.00860     -0.00499      0.02848
    92    140    512.000      9.000  -1788.53254      0.85152      0.01072     -0.00860      0.03612
    92    140    512.000     12.000  -1788.65745      0.86150      0.01226     -0.01176      0.04205
    92    140    512.000     15.000  -1788.82859      0.85591      0.01272     -0.01344      0.04425
    92    140    512.000     18.000  -1789.05096      0.83427      0.01150     -0.01200      0.04025
    92    140    512.000     21.000  -1789.24429      0.80825      0.00542     -0.00040      0.01679
    92    140    512.000     24.000  -1789.54897      0.78840      0.00432      0.00121      0.01293
    92    140    512.000     27.000  -1789.90204      0.79190      0.00695     -0.00462      0.02297
    92    140    512.000     30.000  -1790.37532      0.80162      0.00867     -0.00831      0.02960
    92    140    512.000     33.000  -1791.05002      0.81278      0.00929     -0.00967      0.03189
    92    140    512.000     36.000  -1791.92690      0.82258      0.00932     -0.00970      0.03165
    92    140    512.000     39.000  -1792.99026      0.83054      0.00882     -0.00861      0.02929
    92    140    512.000     42.000  -1794.21194      0.83672      0.00757     -0.00618      0.02453
    92    140    512.000     45.000  -1795.55066      0.83747      0.00517     -0.00163      0.01651
    92    140    512.000     48.000  -1796.64810      0.87629      0.00330     -0.00032      0.01013
    92    140    512.000     51.000  -1805.57127      1.20220      0.00586     -0.00112      0.01633
    92    140    512.000     54.000  -1804.31638      2.06962      0.00508      0.00124      0.00995
    92    140    512.000     57.000  -1804.84549      2.06960      0.00647     -0.00245      0.01709
    92    140    512.000     60.000  -1800.81480      0.90848      0.00403     -0.00073      0.00952
    92    140    520.000     -0.000  -1789.61298      0.84011      0.00624     -0.00000      0.02017
    92    140    520.000      3.000  -1789.63630      0.84027      0.00679     -0.00195      0.02203
    92    140    520.000      6.000  -1789.69889      0.84296      0.00834     -0.00468      0.02736
    92    140    520.000      9.000  -1789.78969      0.85185      0.01035     -0.00810      0.03453
    92    140    520.000     12.000  -1789.91544      0.86292      0.01186     -0.01115      0.04022
    92    140    520.000     15.000  -1790.08584      0.86028      0.01239     -0.01295      0.04261
    92    140    520.000     18.000  -1790.30495      0.83975      0.01149     -0.01215      0.03982
    92    140    520.000     21.000  -1790.56326      0.81510      0.00715     -0.00439      0.02367
    92    140    520.000     24.000  -1790.80504      0.79155      0.00423      0.00117      0.01249
    92    140    520.000     27.000  -1790.14095      1.02178      0.00872     -0.01152      0.03030
    92    140    520.000     30.000  -1791.57462      0.79683      0.00823     -0.00756      0.02765
    92    140    520.000     33.000  -1792.19695      0.80647      0.00903     -0.00922      0.03056
    92    140    520.000     36.000  -1793.01653      0.81720      0.00919     -0.00950      0.03084
    92    140    520.000     39.000  -1794.01854      0.82699      0.00885     -0.00875      0.02911
    92    140    520.000     42.000  -1795.17852      0.83422      0.00789     -0.00687      0.02529
    92    140    520.000     45.000  -1796.46187      0.83680      0.00599     -0.00335      0.01886
    92    140    520.000     48.000  -1806.21825      0.95571      0.00473      0.00139      0.01215
    92    140    520.000     51.000  -1806.33319      1.09875      0.00722      0.00224      0.01611
    92    140    520.000     54.000  -1806.35085      2.17133      0.01107      0.00335      0.02768
    92    140    520.000     57.000  -1805.95189      2.16457      0.00630     -0.00124      0.01567
    92    140    520.000     60.000  -1806.27162      2.10339      0.00668     -0.00296      0.01797
    92    140    528.000      0.000  -1790.72770      0.83526      0.00614     -0.00000      0.01972
    92    140    528.000      3.000  -1790.74953      0.83568      0.00665     -0.00185      0.02144
    92    140    528.000      6.000  -1790.80811      0.83834      0.00810     -0.00442      0.02640
    92    140    528.000      9.000  -1790.89185      0.84669      0.01003     -0.00767      0.03318
    92    140    528.000     12.000  -1791.00798      0.85844      0.01153     -0.01065      0.03875
    92    140    528.000     15.000  -1791.16620      0.85831      0.01214     -0.01254      0.04135
    92    140    528.000     18.000  -1791.37011      0.83976      0.01148     -0.01220      0.03946
    92    140    528.000     21.000  -1791.61382      0.81473      0.00807     -0.00632      0.02702
    92    140    528.000     24.000  -1791.83939      0.79014      0.00418      0.00113      0.01220
    92    140    528.000     27.000  -1792.15001      0.78390      0.00543     -0.00187      0.01707
    92    140    528.000     30.000  -1792.04265      0.98146      0.00806     -0.01027      0.02689
    92    140    528.000     33.000  -1793.10251      0.79960      0.00876     -0.00879      0.02939
    92    140    528.000     36.000  -1793.85558      0.80961      0.00905     -0.00931      0.03017
