q20,q30
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0.2
81,0.315307480072199
82,0.435001309161385
83,0.563768609999605
84,0.704783161906321
85,0.860079422034056
86,1.03084491673247
87,1.21766156438645
88,1.42075599912754
89,1.64013417128432
90,1.87546524323073
91,2.12595870911345
92,2.39041754543429
93,2.66711087592007
94,2.95391973850899
95,3.24839894544396
96,3.54799817631866
97,3.85036220737306
98,4.15338304051729
99,4.45528566814754
100,4.75457820468642
101,5.05010064171225
102,5.3409305760374
103,5.62637635487672
104,5.90588184473686
105,6.17905866399516
106,6.44572803744233
107,6.70588890613878
108,6.95958980912263
109,7.2068647991828
110,7.44757328321159
111,7.68142542330722
112,7.9080270925017
113,8.12695795223711
114,8.33787762917531
115,8.54062104864883
116,8.73542586968595
117,8.92306407406405
118,9.10480976827149
119,9.28237359888231
120,9.457384362435
121,9.63103073099837
122,9.80391003324983
123,9.97608501148549
124,10.1472690038065
125,10.316911923403
126,10.4844654267914
127,10.6494789392365
128,10.8117248366463
129,10.9712654610234
130,11.128421938623
131,11.2837130047628
132,11.4378195199232
133,11.5914072255247
134,11.7451797415067
135,11.8998791164073
136,12.0562894147891
137,12.215350496782
138,12.3778910836144
139,12.5446311113578
140,12.7161306371689
141,12.892820643603
142,13.0750209926847
143,13.262876456536
144,13.4563592705407
145,13.655299087657
146,13.8593797280365
147,14.0682038287123
148,14.2813221316451
149,14.4982910639536
150,14.7186651555411
151,14.9419050071252
152,15.1672659166555
153,15.3938115240226
154,15.6204042630801
155,15.845849139787
156,16.068992116684
157,16.2888008808439
158,16.5043861285564
159,16.7152146221331
160,16.921187081023
161,17.1225837775383
162,17.319896103942
163,17.513859487033
164,17.7053301925399
165,17.8952182451777
166,18.0843332491183
167,18.2731035448972
168,18.4613160286861
169,18.6483618964668
170,18.8332433115634
171,19.0148620673056
172,19.1921282026422
173,19.3639824939552
174,19.5295935410384
175,19.6884070609614
176,19.8401313366259
177,19.9848456193368
178,20.1229039246236
179,20.2549008718025
180,20.3816910750598
181,20.5042838451785
182,20.6238537429071
183,20.7416890899397
184,20.859319456104
185,20.9784298637308
186,21.1008810764478
187,21.2284567921234
188,21.362404652598
189,21.5035290222
190,21.6521646722249
190,21.6521646722249
191,21.7849697252249
192,21.923264540263
193,22.0650354250939
194,22.2082758667413
195,22.3510281243938
196,22.4914479460835
197,22.6279882134899
198,22.7593269986943
199,22.8846027384145
200,23.0035173231332
201,23.1162421590009
202,23.2235436403461
203,23.326598210977
204,23.4268153955846
205,23.5257262397415
206,23.6249217188807
207,23.7258856088937
208,23.8302408012752
209,23.9397826697769
210,24.056603058289
211,24.1833316023964
212,24.3227926706646
213,24.4779541387651
214,24.6513099899947
215,24.8441205596412
216,25.0555690671448
217,25.281816092724
218,25.516127178691
219,25.7500284672547
220,25.975077031966
221,26.1842562759934
222,26.3729706100897
223,26.53957577503
224,26.6853998272229
225,26.8143893894919
226,26.9328017943545
227,27.0479574083957
228,27.1672597651894
229,27.2967627354852
230,27.4405626060263
231,27.6004622928294
232,27.7757408807853
233,27.9635143527538
234,28.1594156941845
235,28.3585929397682
236,28.5567355731308
237,28.7506020909366
238,28.9383657522127
239,29.1197066631927
240,29.2956907817923
241,29.4686752167015
242,29.6419650292049
243,29.8190608380998
244,30.0029196054681
245,30.1951020618743
246,30.3952570884222
247,30.6010351158291
248,30.8088464572371
249,31.0146521334557
250,31.2147155810141
251,31.4061298661219
252,31.5870898371196
253,31.7569257910327
254,31.9159605766037
255,32.0654412632663
256,32.2071313007383
257,32.3433591221803
258,32.4767216620469
259,32.6094655138882
260,32.7431628466265
261,32.8782075490968
262,33.01347569386
263,33.1463674538067
264,33.2734705022336
265,33.3915394763057
266,33.4981831485924
267,33.5923123461396
268,33.6743177922679
269,33.7459975617902
270,33.8102039517075
271,33.8705451530886
272,33.931103451956
273,33.9958748422566
274,34.0683476798303
275,34.1512734563896
276,34.2467156170427
277,34.355468718142
278,34.4769154916338
279,34.6084497912892
280,34.7451932834623
281,34.8796385751348
282,35.0019961291482
283,35.1013066273122
284,35.1671542922159
285,35.1903593235078
286,35.1638038228619
287,35.0831839851915
288,34.9485878039204
289,34.7664543633201
290,34.5504501026175
291,34.3168709549929
292,34.0750664880973
293,33.8138623152778
294,33.4896908376785
295,33.0209026379566
296,32.2987783022025
297,31.0769156275363
