24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0.1
59,0.2
60,0.3
61,0.4
62,0.5
63,0.6
64,0.7
65,0.8
66,0.9
67,1
68,1.1
69,1.2
70,1.3
71,1.4
72,1.5
73,1.6
74,1.7
75,1.8
76,1.9
77,2
78,2.1
79,2.2
80,2.3
81,2.4
82,2.5
83,2.6
84,2.7
85,2.8
86,2.9
87,3
88,3.1
89,3.2
90,3.3
91,3.4
92,3.5
93,3.6
94,3.7
95,3.8
96,3.9
97,4
98,4.1
98,4.2
98,4.3
99,4.4
99,4.5
99,4.6
99,4.7
100,4.8
100,4.9
100,5
101,5.1
101,5.2
102,5.3
103,5.4
104,5.5
105,5.6
106,5.7
107,5.8
108,5.9
109,6
109,6.1
109,6.2
109,6.3
109,6.4
110,6.5
110,6.6
110,6.7
110,6.8
110,6.9
110,7
111,7.1
111,7.2
111,7.3
112,7.4
113,7.5
114,7.6
115,7.7
116,7.8
117,7.9
118,8
118,8.1
119,8.2
119,8.3
120,8.4
120,8.5
120,8.6
121,8.7
121,8.8
121,8.9
121,9
121,9.1
122,9.2
122,9.3
122,9.4
122,9.5
122,9.6
123,9.7
123,9.8
123,9.9
123,10
123,10.1
124,10.2
124,10.3
125,10.4
126,10.5
127,10.6
128,10.7
129,10.8
130,10.9
131,11
132,11.1
133,11.2
134,11.3
135,11.4
136,11.5
136,11.6
137,11.7
137,11.8
138,11.9
138,12
139,12.1
140,12.2
140,12.3
141,12.4
142,12.5
142,12.6
143,12.7
143,12.8
144,12.9
144,13
144,13.1
145,13.2
145,13.3
145,13.4
146,13.5
146,13.6
146,13.7
146,13.8
147,13.9
147,14
147,14.1
147,14.2
148,14.3
148,14.4
148,14.5
149,14.6
149,14.7
150,14.8
150,14.9
151,15
151,15.1
152,15.2
153,15.3
154,15.4
155,15.5
156,15.6
157,15.7
157,15.8
158,15.9
159,16
160,16.1
161,16.2
161,16.3
162,16.4
162,16.5
162,16.6
162,16.7
162,16.8
162,16.9
162,17
162,17.1
162,17.2
162,17.3
162,17.4
162,17.5
162,17.6
162,17.7
162,17.8
162,17.9
162,18
162,18.1
162,18.2
162,18.3
162,18.4
162,18.5
162,18.6
162,18.7
162,18.8
162,18.9
162,19
162,19.1
162,19.2
163,19.3
164,19.4
165,19.5
166,19.6
167,19.7
168,19.8
169,19.9
170,20
171,20.1
172,20.2
173,20.3
174,20.4
175,20.5
176,20.6
177,20.7
178,20.8
179,20.9
180,21
181,21.1
182,21.2
183,21.3
184,21.4
184,21.5
184,21.6
184,21.7
185,21.8
186,21.9
187,22
188,22.1
189,22.2
190,22.3
191,22.4
192,22.5
193,22.6
194,22.7
195,22.8
196,22.9
197,23
198,23.1
199,23.2
200,23.3
201,23.4
202,23.5
203,23.6
203,23.7
204,23.8
204,23.9
204,24
204,24.1
204,24.2
205,24.3
205,24.4
205,24.5
205,24.6
205,24.7
206,24.8
207,24.9
208,25
209,25.1
210,25.2
211,25.3
212,25.4
213,25.5
214,25.6
215,25.7
216,25.8
217,25.9
218,26
219,26.1
220,26.2
221,26.3
222,26.4
222,26.5
222,26.6
223,26.7
223,26.8
223,26.9
224,27
224,27.1
224,27.2
225,27.3
226,27.4
227,27.5
228,27.6
229,27.7
230,27.8
231,27.9
232,28
233,28.1
234,28.2
235,28.3
236,28.4
237,28.5
238,28.6
239,28.7
240,28.8
241,28.9
242,29
243,29.1
244,29.2
245,29.3
246,29.4
247,29.5
248,29.6
249,29.7
250,29.8
251,29.9
252,30
253,30.1
254,30.2
255,30.3
256,30.4
257,30.5
258,30.6
259,30.7
260,30.8
261,30.9
262,31
262,31.1
263,31.2
264,31.3
265,31.4
266,31.5
267,31.6
268,31.7
269,31.8
270,31.9
271,32
272,32.1
273,32.2
274,32.3
275,32.4
276,32.5
277,32.6
278,32.7
279,32.8
280,32.9
281,33
282,33.1
282,33.2
282,33.3
282,33.4
282,33.5
282,33.6
282,33.7
282,33.8
282,33.9
282,34
282,34.1
282,34.2
282,34.3
282,34.4
282,34.5
282,34.6
282,34.7
282,34.8
282,34.9
282,35
282,35.1
282,35.2
282,35.3
282,35.4
282,35.5
282,35.6
282,35.7
282,35.8
282,35.9
282,36
282,36.1
282,36.2
282,36.3
282,36.4
282,36.5
282,36.6
282,36.7
282,36.8
282,36.9
282,37
282,37.1
281,37
